group,names,scores,logfoldchanges,pvals,pvals_adj
2,FOXO6,0.31780347,0.21497017,0.7506340079862078,0.9999437191164053
2,RP11-306G20.1,0.31731835,0.7607878,0.7510020526150506,0.9999437191164053
2,P4HA3,0.31716004,0.7066964,0.751122172685746,0.9999437191164053
2,ZNF483,0.31693614,0.627934,0.7512920670825514,0.9999437191164053
2,VSTM5,0.3168434,0.9293667,0.7513624309193025,0.9999437191164053
2,DFNB59,0.31644762,0.102604285,0.7516627876061271,0.9999437191164053
2,PAOX,0.3161287,0.22242157,0.7519048166490484,0.9999437191164053
2,NRIP3,0.3158313,1.6723626,0.7521305607612162,0.9999437191164053
2,MGA,0.31481016,-0.08164769,0.7529058054431474,0.9999437191164053
2,RNF144A,0.31452858,0.82402873,0.7531196211056862,0.9999437191164053
2,TIAM1,0.3145218,0.009351541,0.7531247735240458,0.9999437191164053
2,GBF1,0.31443924,-0.08021154,0.7531874621614003,0.9999437191164053
2,ZNF143,0.31402308,-0.017645521,0.7535035063636364,0.9999437191164053
2,ZBTB26,0.31395862,0.3965689,0.7535524625578351,0.9999437191164053
2,TEX15,0.31391904,1.0296754,0.7535825238697957,0.9999437191164053
2,SLX4,0.31355265,0.27647907,0.7538608234560833,0.9999437191164053
2,CDK5R1,0.31336945,0.5652503,0.7539999852415099,0.9999437191164053
2,INTS2,0.31334797,0.24327406,0.7540163072090138,0.9999437191164053
2,SLC23A2,0.31331632,-0.01376798,0.7540403608351041,0.9999437191164053
2,ANG,0.31279045,-0.04397735,0.7544398577114997,0.9999437191164053
2,IFITM1,0.31267738,0.6535209,0.7545257796072345,0.9999437191164053
