"",bulk,single-cell
yfeh,0.018172,0.017
yfek,0.009828,0.012
yfen,0.008432,0.021
yfeo,0.036202,0.043
yfer,0.018847,0.000
yfes,0.013238,0.065
yfex,0.094633,0.002
yfey,0.168452,0.165
yfez,0.138209,0.035
yffb,0.019339,0.010
yffl,0.001947,0.016
yffm,0.003871,0.005
yffn,0.002794,0.015
yffo,0.006126,0.040
yffp,0.010657,0.013
yffq,0.000831,0.035
yffr,0.008399,0.019
yffs,0.009812,0.018
yfgg,0.083191,0.000
yfgh,0.007305,0.034
yfgi,0.015472,0.045
yfgj,0.102593,0.003
yfgm,0.107856,0.061
yfgo,0.024922,0.000
yfhh,0.075372,0.075
yfhl,0.031180,0.082
yfhm,0.028987,0.064
yfhr,0.001639,0.001
yfib,0.007674,0.037
yfie,0.023423,0.039
yfif,0.077584,0.019
yfih,0.064921,0.009
yfil,0.032320,0.022
yfim,0.005878,0.000
yfir,0.017518,0.029
yfjd,0.017867,0.062
yfjf,0.013177,0.002
yfjh,0.001708,0.053
yfji,0.001346,0.065
yfjj,0.002673,0.034
yfjm,0.002743,0.024
yfjp,0.026163,0.021
yfjq,0.005196,0.000
yfjr,0.001843,0.001
yfjs,0.001696,0.023
yfjt,0.007713,0.003
yfjw,0.000961,0.020
yfjx,0.000278,0.022
yfjy,0.000327,0.003
yfjz,0.000777,0.005
yfp,0.814885,1.253
ygac,0.058787,0.068
ygam,0.459477,0.369
ygap,0.014883,0.037
ygav,0.005280,0.005
ygaz,0.009367,0.000
ygba,0.046756,0.001
ygbe,0.042727,0.003
ygbi,0.022602,0.072
ygbj,0.012656,0.018
ygbk,0.015813,0.003
ygbl,0.008604,0.000
ygbm,0.006648,0.003
ygbn,0.006919,0.037
ygce,0.002325,0.044
ygcg,0.001067,0.038
ygcn,0.003377,0.002
ygco,0.001707,0.000
ygcp,0.001854,0.032
ygcq,0.004272,0.000
ygcr,0.003603,0.009
ygcs,0.003163,0.019
ygcu,0.002427,0.045
ygcw,0.000486,0.039
ygdb,0.007291,0.000
ygdd,0.046044,0.001
ygdg,0.008760,0.046
ygdi,0.383138,0.175
ygdq,0.028978,0.013
ygdr,0.193006,0.021
ygea,0.010761,0.002
ygeg,0.000374,0.004
ygeh,0.000216,0.036
ygei,0.001838,0.001
ygeq,0.009880,0.080
ygev,0.010006,0.045
ygew,0.000583,0.010
ygey,0.001214,0.016
ygfb,0.030976,0.033
ygff,0.016013,0.002
ygfi,0.007040,0.045
ygfk,0.000990,0.031
ygfm,0.001911,0.007
ygfs,0.010006,0.001
ygft,0.005304,0.025
ygfx,0.032390,0.000
ygfz,0.075015,0.037
yggc,0.037508,0.027
ygge,0.285411,0.322
yggi,0.008228,0.003
yggl,0.143486,0.127
yggm,0.002977,0.020
yggn,0.089507,0.006
yggp,0.010811,0.044
yggr,0.004041,0.014
yggs,0.014695,0.021
yggt,0.038392,0.029
yggu,0.017358,0.002
yggx,0.023191,0.016
ygha,0.070143,0.012
yghb,0.040298,0.058
yghd,0.011023,0.016
yghj,0.007029,0.031
ygho,0.000801,0.035
yghr,0.002679,0.013
yghs,0.001808,0.010
yght,0.001546,0.008
yghu,0.104032,0.015
yghw,0.022450,0.037
ygib,0.201660,0.044
ygic,0.066103,0.128
ygid,0.010848,0.005
ygif,0.030513,0.016
ygil,0.001556,0.027
ygim,0.074054,0.039
ygin,0.124858,0.021
ygiq,0.010193,0.005
ygis,0.059232,0.125
ygiv,0.054340,0.005
ygiw,0.208339,0.073
ygiz,0.001472,0.006
ygjh,0.012877,0.038
ygji,0.002393,0.024
ygjj,0.000658,0.003
ygjk,0.002340,0.025
ygjp,0.006710,0.026
ygjq,0.001329,0.012
ygjr,0.021430,0.022
ygjv,0.003826,0.006
yhab,0.000580,0.031
yhac,0.000151,0.028
yhah,0.135595,0.008
yhai,0.026034,0.026
yhaj,0.040072,0.017
yhak,0.002693,0.018
yhal,0.015604,0.002
yhav,0.156274,0.274
yhbe,0.092687,0.033
yhbo,0.047538,0.043
yhbp,0.019013,0.024
yhbs,0.100302,0.077
yhbw,0.042286,0.052
yhbx,0.002347,0.034
yhby,0.029986,0.001
yhca,0.002932,0.027
yhcc,0.003295,0.004
yhcd,0.005036,0.026
yhcf,0.007741,0.065
yhcg,0.008689,0.053
yhcn,0.070632,0.001
yhco,0.036293,0.033
yhde,0.049002,0.018
yhdh,0.046446,0.106
yhdj,0.001581,0.024
yhdn,0.070918,0.131
yhdp,0.013060,0.036
yhdt,0.001852,0.000
yhdu,0.004036,0.010
yhdv,0.001139,0.007
yhdx,0.001939,0.017
yhdy,0.001595,0.027
yhdz,0.005793,0.050
yheo,0.031943,0.071
yhes,0.013862,0.014
yhet,0.006752,0.003
yheu,0.025765,0.031
yhev,0.008423,0.021
yhfa,0.016480,0.001
yhfg,0.093936,0.003
yhfk,0.004401,0.027
yhfl,0.007534,0.025
yhfs,0.008256,0.000
yhft,0.004721,0.001
yhfu,0.001894,0.002
yhfw,0.000966,0.011
yhfx,0.000842,0.021
yhfy,0.002518,0.015
yhfz,0.003163,0.043
yhge,0.008177,0.030
yhgf,0.004623,0.012
yhgh,0.019108,0.018
yhgn,0.013102,0.001
yhha,0.132351,0.074
yhhh,0.000355,0.001
yhhi,0.001726,0.040
yhhj,0.010590,0.006
yhhl,0.011603,0.004
yhhm,0.011128,0.004
yhhn,0.061210,0.018
yhhq,0.026253,0.024
yhhs,0.023190,0.018
yhht,0.029257,0.088
yhhw,0.074976,0.048
yhhx,0.063123,0.077
yhhy,0.005524,0.003
yhhz,0.000440,0.037
yhid,0.002383,0.045
yhij,0.002194,0.041
yhim,0.004359,0.035
yhjb,0.013597,0.027
yhjd,0.081511,0.032
yhje,0.023430,0.045
yhjg,0.345136,0.412
yhjj,0.025295,0.027
yhjr,0.073059,0.074
yhjv,0.003914,0.010
yhjx,0.015433,0.013
yhjy,0.167351,0.185
yiaa,0.004329,0.028
yiab,0.002126,0.026
yiac,0.026143,0.007
yiad,0.003386,0.014
yiaf,0.276935,0.254
yiag,0.339691,0.088
yiak,0.001262,0.005
yial,0.000645,0.020
yiam,0.000651,0.000
yian,0.000614,0.018
yiao,0.001058,0.007
yiat,0.011835,0.057
yiau,0.006094,0.030
yiav,0.010607,0.006
yiaw,0.001766,0.004
yiay,0.001103,0.034
yiba,0.003816,0.023
yibf,0.160687,0.019
yibg,0.003034,0.014
yibh,0.015247,0.029
yibi,0.011207,0.002
yibl,0.043228,0.007
yibn,0.136363,0.084
yibq,0.013729,0.012
yibt,0.041839,0.007
yicc,0.091049,0.017
yicg,0.001971,0.018
yich,0.069511,0.071
yici,0.002390,0.027
yicj,0.001815,0.018
yicl,0.005695,0.022
yicn,0.018534,0.033
yics,0.030463,0.031
yida,0.012143,0.027
yidb,0.060402,0.001
yidc,0.041832,0.038
yidd,0.049033,0.000
yide,0.014227,0.001
yidf,0.003355,0.006
yidg,0.011055,0.000
yidh,0.016999,0.016
yidi,0.004655,0.023
yidj,0.001884,0.027
yidk,0.002166,0.031
yidl,0.001897,0.050
yidp,0.001299,0.012
yidq,0.120093,0.006
yidr,0.004697,0.039
yidx,0.021477,0.046
yidz,0.001247,0.009
yiee,0.050422,0.003
yief,0.059637,0.033
yieh,0.005744,0.030
yiek,0.004645,0.041
yiel,0.004426,0.053
yiep,0.022205,0.076
yifb,0.002041,0.019
yifk,0.018200,0.040
yifl,0.032470,0.000
yigb,0.005769,0.001
yige,0.001211,0.035
yigf,0.002419,0.002
yigg,0.001088,0.021
yigi,0.056801,0.063
yigl,0.015765,0.041
yigz,0.015660,0.030
yiha,0.024301,0.024
yihd,0.008816,0.002
yihf,0.004072,0.020
yihg,0.002150,0.036
yihi,0.064835,0.067
yihl,0.002387,0.004
yihm,0.003255,0.033
yihn,0.002968,0.030
yiho,0.007272,0.028
yihp,0.000656,0.017
yihq,0.002416,0.012
yihr,0.000769,0.027
yihs,0.001303,0.019
yiht,0.000890,0.005
yihu,0.000495,0.000
yihv,0.004571,0.009
yihx,0.128545,0.137
yihy,0.052569,0.002
yiie,0.001159,0.001
yiif,0.010072,0.026
yiig,0.001772,0.030
yiim,0.053863,0.001
yiiq,0.002674,0.001
yiir,0.017034,0.023
yiis,0.050664,0.050
yiix,0.023652,0.016
yijd,0.081146,0.025
yije,0.007490,0.007
yijf,0.000677,0.020
yijo,0.005050,0.009
yjaa,0.004584,0.013
yjab,0.030071,0.003
yjag,0.042074,0.054
yjah,0.010032,0.000
yjaz,0.002995,0.039
yjbb,0.043697,0.034
yjbd,0.015804,0.018
yjbf,0.000961,0.004
yjbg,0.000750,0.000
yjbh,0.007302,0.058
yjbj,0.457561,0.233
yjbl,0.000319,0.001
yjbm,0.001264,0.044
yjbq,0.103300,0.055
yjbr,0.084263,0.000
yjcb,0.116742,0.036
yjce,0.033961,0.018
yjch,0.015439,0.009
yjco,0.007218,0.032
yjcs,0.002042,0.034
yjdc,0.303064,0.077
yjdf,0.004905,0.001
yjdi,0.076285,0.002
yjdj,0.087157,0.134
yjdm,0.126444,0.131
yjdn,0.208920,0.002
yjdp,0.022136,0.007
yjei,0.088447,0.001
yjej,0.004838,0.029
yjem,0.020311,0.054
yjen,0.017333,0.000
yjeo,0.013318,0.010
yjet,0.011318,0.001
yjfc,0.009457,0.001
yjff,0.004960,0.009
yjfi,0.002114,0.025
yjfj,0.005974,0.026
yjfk,0.002879,0.025
yjfl,0.008010,0.008
yjfm,0.013402,0.035
yjfn,0.082872,0.003
yjfp,0.010333,0.019
yjfy,0.005968,0.024
yjfz,0.003029,0.033
yjga,0.057032,0.046
yjgh,0.041150,0.027
yjgl,0.000832,0.026
yjgm,0.028585,0.067
yjgn,0.001136,0.043
yjgr,0.079160,0.135
yjhf,0.003319,0.017
yjhg,0.007944,0.032
yjhh,0.009974,0.009
yjhi,0.002864,0.062
yjhp,0.003978,0.004
yjhq,0.002668,0.001
yjhu,0.051238,0.042
yjia,0.009781,0.032
yjic,0.000960,0.020
yjig,0.007448,0.002
yjih,0.006406,0.003
yjij,0.010087,0.002
yjik,0.001626,0.017
yjil,0.006287,0.000
yjim,0.025720,0.056
yjin,0.076726,0.084
yjir,0.049241,0.042
yjis,0.000907,0.001
yjix,0.005181,0.000
yjja,0.018365,0.000
yjjb,0.001881,0.007
yjjg,0.110437,0.118
yjji,0.000798,0.035
yjjj,0.092838,0.001
yjjp,0.006762,0.048
yjjq,0.002268,0.047
yjju,0.036825,0.026
yjjv,0.035957,0.034
yjjw,0.001868,0.000
yjjx,0.033738,0.004
yjjy,0.004661,0.003
yjjz,0.093873,0.094
yjtd,0.019902,0.057
ykfa,0.043370,0.063
ykfb,0.081564,0.052
ykff,0.002937,0.003
ykfg,0.000424,0.001
ykfh,0.000439,0.000
ykfi,0.000243,0.000
ykge,0.007478,0.019
ykgf,0.011609,0.021
ykgg,0.011470,0.010
ykgh,0.003993,0.034
ykgj,0.004292,0.003
ykgl,0.001151,0.026
ykgm,0.001033,0.021
ykgo,0.000503,0.011
ylac,0.041029,0.025
ylbe,0.001776,0.001
ylii,0.062452,0.036
ymce,0.000464,0.014
ymda,0.008814,0.002
ymdb,0.036149,0.025
ymdf,0.158524,0.017
ymfa,0.001474,0.020
ymga,0.579675,0.867
ymgc,0.625050,0.041
ymgd,0.025618,0.005
ymge,0.146201,0.080
ymgf,0.014770,0.002
ymgg,0.005135,0.001
ymia,0.004711,0.002
ymja,0.013498,0.040
ynai,0.008948,0.044
ynak,0.018748,0.007
ynba,0.004617,0.029
ynbb,0.010032,0.035
ynbc,0.015196,0.066
ynbd,0.016265,0.044
ynbe,0.018610,0.003
ynce,0.206172,0.149
yncg,0.050322,0.073
ynch,0.003108,0.015
yncj,0.023629,0.025
ynee,0.003376,0.036
yneg,0.011883,0.001
ynej,0.022416,0.033
ynek,0.000875,0.036
ynfa,0.010311,0.002
ynfb,0.053155,0.003
ynfc,0.106355,0.203
ynfd,0.066431,0.036
ynfe,0.003437,0.034
ynff,0.003053,0.032
ynfl,0.045276,0.011
ynfm,0.023569,0.016
ynfn,0.003176,0.008
ynfo,0.000331,0.000
ynia,0.345684,0.141
ynib,0.086476,0.174
ynid,0.004736,0.000
ynja,0.021239,0.006
ynjb,0.013435,0.001
ynjc,0.003649,0.007
ynjd,0.003771,0.022
ynje,0.004447,0.014
ynjf,0.022053,0.014
ynjh,0.027338,0.022
ynji,0.002893,0.031
yoaa,0.014891,0.000
yoab,0.034860,0.000
yoac,0.184867,0.058
yoae,0.029897,0.004
yoag,0.012464,0.023
yoah,0.035860,0.007
yoai,0.011598,0.001
yoba,0.126772,0.135
yobb,0.037674,0.001
yobd,0.005462,0.036
yobf,0.277438,0.099
yobh,0.016136,0.066
yodb,0.002797,0.036
yodc,0.381406,0.003
yodd,0.657108,0.206
yoeb,0.133627,0.014
yohc,0.494961,0.301
yohd,0.076925,0.000
yohf,0.080250,0.002
yohj,0.021649,0.001
yohk,0.040824,0.007
yoji,0.016969,0.071
ypdc,0.018915,0.002
ypde,0.003027,0.002
ypdf,0.002174,0.008
ypdi,0.001536,0.016
ypea,0.231849,0.118
ypeb,0.049720,0.041
ypec,0.012112,0.014
ypfg,0.008641,0.015
ypfh,0.059134,0.005
ypfj,0.074280,0.065
ypfn,0.208964,0.002
ypha,0.158040,0.075
yphb,0.016325,0.008
yphc,0.016361,0.002
yphd,0.015487,0.006
yphe,0.019846,0.000
yphf,0.016176,0.086
yphg,0.002035,0.029
yphh,0.009530,0.058
ypja,0.081441,0.218
ypjd,0.016310,0.020
ypjf,0.003015,0.021
ypjj,0.001971,0.001
ypjk,0.001016,0.003
yqaa,0.083029,0.028
yqab,0.052125,0.022
yqae,0.167778,0.107
yqca,0.018045,0.017
yqcc,0.004014,0.002
yqce,0.000760,0.029
yqeb,0.005300,0.000
yqec,0.003710,0.009
yqef,0.023997,0.041
yqeg,0.008054,0.061
yqeh,0.002472,0.094
yqei,0.000767,0.032
yqej,0.000030,0.010
yqek,0.001213,0.016
yqfa,0.149769,0.120
yqfb,0.009178,0.007
yqga,0.009219,0.012
yqgb,0.025234,0.003
yqgd,0.002960,0.017
yqge,0.056016,0.002
yqha,0.030267,0.088
yqhc,0.073388,0.239
yqhd,0.012300,0.000
yqhg,0.002660,0.036
yqhh,0.001008,0.000
yqia,0.038820,0.001
yqib,0.049403,0.059
yqih,0.000951,0.045
yqii,0.001322,0.034
yqij,0.001792,0.045
yqik,0.003167,0.042
yqja,0.072706,0.043
yqjc,2.092464,1.246
yqjd,2.500265,0.360
yqje,2.349405,0.016
yqjf,0.199072,0.010
yqjg,0.104348,0.291
yqjk,2.088473,0.325
yrah,0.002338,0.041
yrai,0.000362,0.027
yraj,0.001820,0.036
yrak,0.002840,0.020
yran,0.004743,0.007
yraq,0.068049,0.020
yrar,0.048169,0.048
yrbg,0.028035,0.067
yrbl,1.868538,0.838
yrda,0.070345,0.043
yrdb,0.063591,0.030
yrdd,0.130960,0.125
yrfg,0.090045,0.060
yrhb,0.012193,0.053
ysab,0.044573,0.006
ysga,0.207927,0.119
yshb,0.127731,0.224
ytfb,0.110950,0.000
ytfe,0.029571,0.044
ytff,0.017269,0.000
ytfh,0.077417,0.001
ytfi,0.004968,0.039
ytfj,0.066692,0.001
ytfk,1.534913,0.239
ytfp,0.042734,0.001
ytfq,0.022814,0.045
ytfr,0.005911,0.001
ytft,0.004067,0.000
ytja,2.064470,0.021
ytjb,0.007322,0.002
ytjc,0.058861,0.087
zapa,0.162957,0.094
zapb,0.069255,0.032
zapc,0.087291,0.130
zapd,0.048031,0.016
zape,0.007067,0.017
zapg,0.099737,0.070
zint,0.004387,0.023
zipa,0.703603,1.368
zitb,0.033912,0.014
znta,0.013215,0.014
zntb,0.154220,0.180
zntr,0.120788,0.151
znua,0.059148,0.174
znub,0.022409,0.025
znuc,0.018594,0.030
zrap,0.001206,0.008
zrar,0.011198,0.003
zras,0.003756,0.008
zupt,0.117212,0.035
zur,0.007831,0.007
zwf,0.057668,0.183
