"",bulk,single-cell
yfde,0.001401,0.139
yfdf,0.000033,0.018
yfdg,0.000038,0.016
yfdh,0.000093,0.034
yfdi,0.000012,0.009
yfdk,0.000173,0.105
yfdn,0.000010,0.003
yfdp,0.000082,0.006
yfdq,0.000100,0.034
yfdr,0.000000,0.029
yfds,0.000000,0.016
yfdt,0.000000,0.009
yfdv,0.000313,0.123
yfdx,0.000218,0.095
yfdy,0.007087,0.013
yfec,0.002037,0.025
yfed,0.004044,0.005
yfeh,0.002770,0.009
yfek,0.000141,0.014
yfen,0.000384,0.018
yfeo,0.000904,0.005
yfer,0.000528,0.007
yfes,0.000285,0.040
yfex,0.002287,0.004
yfey,0.000921,0.118
yfez,0.001336,0.029
yffb,0.000606,0.004
yffl,0.000428,0.011
yffm,0.000156,0.003
yffn,0.000123,0.017
yffo,0.000163,0.022
yffp,0.000401,0.006
yffq,0.000062,0.059
yffr,0.000500,0.014
yffs,0.001120,0.019
yfgg,0.005079,0.000
yfgh,0.000241,0.022
yfgi,0.002593,0.026
yfgj,0.001348,0.006
yfgm,0.002330,0.029
yfgo,0.003359,0.012
yfhh,0.001066,0.015
yfhl,0.000840,0.024
yfhm,0.003731,0.130
yfhr,0.000078,0.003
yfib,0.000226,0.012
yfie,0.001194,0.069
yfif,0.001899,0.025
yfih,0.002321,0.019
yfil,0.001856,0.017
yfim,0.000311,0.004
yfir,0.000683,0.021
yfjd,0.000441,0.031
yfjf,0.000764,0.015
yfjh,0.000170,0.160
yfji,0.000070,0.054
yfjj,0.000141,0.031
yfjm,0.000125,0.041
yfjp,0.000809,0.006
yfjq,0.000013,0.001
yfjr,0.000000,0.006
yfjs,0.000000,0.016
yfjt,0.000194,0.004
yfjw,0.000100,0.016
yfjx,0.000000,0.018
yfjy,0.000017,0.008
yfjz,0.000000,0.008
yfp,0.088418,0.572
ygac,0.002003,0.069
ygam,0.081563,0.116
ygap,0.000883,0.026
ygav,0.000566,0.000
ygaz,0.000151,0.003
ygba,0.001114,0.011
ygbe,0.000584,0.012
ygbi,0.002385,0.111
ygbj,0.000875,0.007
ygbk,0.000670,0.004
ygbl,0.000203,0.003
ygbm,0.000184,0.016
ygbn,0.000449,0.023
ygce,0.000145,0.033
ygcg,0.000025,0.029
ygcn,0.000109,0.008
ygco,0.000100,0.000
ygcp,0.000065,0.039
ygcq,0.000051,0.010
ygcr,0.000044,0.024
ygcs,0.000035,0.056
ygcu,0.000107,0.139
ygcw,0.000010,0.143
ygdb,0.000247,0.016
ygdd,0.001851,0.007
ygdg,0.000156,0.020
ygdi,0.009965,0.096
ygdq,0.001783,0.002
ygdr,0.012566,0.006
ygea,0.000325,0.011
ygeg,0.000000,0.007
ygeh,0.000006,0.034
ygei,0.000000,0.000
ygeq,0.000217,0.066
ygev,0.007473,0.037
ygew,0.000121,0.008
ygey,0.000097,0.014
ygfb,0.004559,0.014
ygff,0.000151,0.002
ygfi,0.000189,0.023
ygfk,0.000129,0.023
ygfm,0.000106,0.002
ygfs,0.000441,0.004
ygft,0.000171,0.046
ygfx,0.000928,0.001
ygfz,0.003985,0.004
yggc,0.000694,0.013
ygge,0.021369,0.056
yggi,0.000072,0.001
yggl,0.005532,0.016
yggm,0.000058,0.021
yggn,0.002708,0.007
yggp,0.000211,0.026
yggr,0.000128,0.027
yggs,0.000898,0.017
yggt,0.001195,0.008
yggu,0.000609,0.002
yggx,0.001427,0.005
ygha,0.013286,0.009
yghb,0.009276,0.016
yghd,0.000239,0.015
yghj,0.000212,0.039
ygho,0.000044,0.039
yghr,0.000057,0.025
yghs,0.000038,0.010
yght,0.000090,0.011
yghu,0.004946,0.003
yghw,0.000322,0.016
ygib,0.009769,0.011
ygic,0.005327,0.035
ygid,0.001489,0.006
ygif,0.001920,0.012
ygil,0.000012,0.016
ygim,0.001035,0.011
ygin,0.017325,0.008
ygiq,0.000224,0.013
ygis,0.000518,0.051
ygiv,0.000792,0.002
ygiw,0.014406,0.022
ygiz,0.000093,0.005
ygjh,0.001179,0.012
ygji,0.000234,0.010
ygjj,0.000020,0.004
ygjk,0.000041,0.012
ygjp,0.000250,0.016
ygjq,0.000024,0.008
ygjr,0.010875,0.025
ygjv,0.000135,0.005
yhab,0.000000,0.008
yhac,0.000004,0.019
yhah,0.002993,0.001
yhai,0.001905,0.011
yhaj,0.001990,0.009
yhak,0.000268,0.009
yhal,0.000247,0.001
yhav,0.006365,0.054
yhbe,0.010153,0.011
yhbo,0.007781,0.022
yhbp,0.000231,0.007
yhbs,0.011159,0.016
yhbw,0.003826,0.016
yhbx,0.000050,0.047
yhby,0.002997,0.007
yhca,0.000068,0.022
yhcc,0.000231,0.007
yhcd,0.000103,0.018
yhcf,0.000451,0.038
yhcg,0.000430,0.037
yhcn,0.004355,0.000
yhco,0.006672,0.020
yhde,0.001993,0.015
yhdh,0.005165,0.020
yhdj,0.000079,0.026
yhdn,0.002151,0.025
yhdp,0.000609,0.058
yhdt,0.000011,0.005
yhdu,0.000071,0.003
yhdv,0.001351,0.005
yhdx,0.000319,0.010
yhdy,0.000268,0.018
yhdz,0.000610,0.040
yheo,0.001718,0.044
yhes,0.000800,0.009
yhet,0.000655,0.003
yheu,0.001624,0.009
yhev,0.001139,0.012
yhfa,0.001437,0.004
yhfg,0.005970,0.011
yhfk,0.000090,0.014
yhfl,0.000965,0.035
yhfs,0.000531,0.000
yhft,0.000120,0.002
yhfu,0.000071,0.019
yhfw,0.000046,0.018
yhfx,0.000075,0.018
yhfy,0.000464,0.027
yhfz,0.000557,0.037
yhge,0.000228,0.040
yhgf,0.000259,0.008
yhgh,0.000573,0.001
yhgn,0.000108,0.003
yhha,0.036290,0.033
yhhh,0.000000,0.001
yhhi,0.000044,0.024
yhhj,0.000354,0.013
yhhl,0.001807,0.004
yhhm,0.000308,0.008
yhhn,0.002791,0.003
yhhq,0.000971,0.016
yhhs,0.000625,0.012
yhht,0.003322,0.018
yhhw,0.004608,0.021
yhhx,0.004606,0.040
yhhy,0.000531,0.006
yhhz,0.000000,0.024
yhid,0.000169,0.052
yhij,0.000155,0.059
yhim,0.000443,0.011
yhin,0.000568,0.001
yhjb,0.000373,0.033
yhjd,0.009950,0.008
yhje,0.001336,0.012
yhjg,0.016740,0.098
yhjj,0.000999,0.034
yhjr,0.006223,0.035
yhjv,0.000073,0.027
yhjx,0.000711,0.035
yhjy,0.004228,0.045
yiaa,0.000331,0.049
yiab,0.000012,0.031
yiac,0.000836,0.004
yiad,0.000333,0.013
yiaf,0.026932,0.049
yiag,0.080125,0.033
yiak,0.000251,0.004
yial,0.000082,0.020
yiam,0.000039,0.005
yian,0.000021,0.018
yiao,0.000052,0.010
yiat,0.000702,0.061
yiau,0.000745,0.028
yiav,0.000382,0.009
yiaw,0.000200,0.018
yiay,0.000029,0.054
yiba,0.000519,0.013
yibf,0.002460,0.014
yibg,0.000027,0.020
yibh,0.002289,0.012
yibi,0.002230,0.006
yibl,0.012674,0.005
yibn,0.003549,0.024
yibq,0.000450,0.015
yibt,0.045558,0.030
yicc,0.004850,0.014
yicg,0.000050,0.013
yich,0.011481,0.017
yici,0.000196,0.066
yicj,0.000086,0.061
yicl,0.000641,0.029
yicn,0.001496,0.032
yics,0.000271,0.009
yida,0.002259,0.022
yidb,0.002903,0.006
yidc,0.001651,0.013
yidd,0.000167,0.002
yide,0.002609,0.018
yidf,0.000423,0.008
yidg,0.001052,0.004
yidh,0.000951,0.023
yidi,0.000165,0.011
yidj,0.000045,0.041
yidk,0.000030,0.063
yidl,0.000109,0.030
yidp,0.000036,0.010
yidq,0.002304,0.005
yidr,0.000688,0.057
yidx,0.000287,0.024
yidz,0.000084,0.008
yiee,0.001119,0.001
yief,0.001360,0.009
yieh,0.000300,0.027
yiek,0.000153,0.041
yiel,0.000015,0.062
yiep,0.000735,0.060
yifb,0.000045,0.057
yifk,0.001750,0.028
yigb,0.000133,0.001
yige,0.000026,0.066
yigf,0.000054,0.010
yigg,0.000011,0.032
yigi,0.005929,0.026
yigl,0.000854,0.016
yigz,0.001795,0.020
yiha,0.006248,0.029
yihd,0.001404,0.000
yihf,0.000135,0.018
yihg,0.000047,0.063
yihi,0.013753,0.025
yihl,0.000389,0.003
yihm,0.000495,0.017
yihn,0.000040,0.019
yiho,0.001131,0.055
yihp,0.000043,0.050
yihq,0.000056,0.022
yihr,0.000056,0.053
yihs,0.000123,0.035
yiht,0.000052,0.023
yihu,0.000047,0.003
yihv,0.000449,0.009
yihx,0.002010,0.013
yihy,0.004015,0.002
yiie,0.000180,0.001
yiif,0.000133,0.005
yiig,0.000051,0.022
yiim,0.003145,0.001
yiiq,0.000347,0.010
yiir,0.010849,0.014
yiis,0.008154,0.014
yiix,0.000600,0.035
yijd,0.013052,0.006
yije,0.000445,0.007
yijf,0.000029,0.037
yijo,0.000149,0.037
yjaa,0.000070,0.003
yjab,0.001706,0.009
yjag,0.001712,0.011
yjah,0.000137,0.006
yjaz,0.000070,0.027
yjbb,0.001576,0.017
yjbd,0.003695,0.009
yjbe,0.000064,0.000
yjbf,0.000000,0.002
yjbg,0.000018,0.002
yjbh,0.000237,0.033
yjbj,0.226249,0.268
yjbl,0.000033,0.000
yjbm,0.000015,0.018
yjbq,0.008558,0.011
yjbr,0.006034,0.000
yjcb,0.002553,0.015
yjce,0.000949,0.005
yjch,0.002589,0.013
yjco,0.000871,0.036
yjcs,0.000028,0.090
yjdc,0.016449,0.032
yjdf,0.000334,0.006
yjdi,0.004542,0.003
yjdj,0.002911,0.019
yjdm,0.009122,0.029
yjdn,0.048717,0.011
yjdp,0.000999,0.004
yjeh,0.000461,0.000
yjei,0.002030,0.000
yjej,0.000044,0.065
yjem,0.001419,0.018
yjen,0.000615,0.002
yjeo,0.000634,0.009
yjet,0.000053,0.002
yjfc,0.000037,0.003
yjff,0.002324,0.009
yjfi,0.000000,0.026
yjfj,0.000185,0.021
yjfk,0.000008,0.018
yjfl,0.000239,0.009
yjfm,0.000261,0.023
yjfn,0.024497,0.005
yjfp,0.000565,0.005
yjfy,0.005153,0.042
yjfz,0.000038,0.063
yjga,0.010514,0.025
yjgh,0.003086,0.021
yjgl,0.000092,0.016
yjgm,0.002325,0.045
yjgn,0.000084,0.043
yjgr,0.007207,0.056
yjhf,0.000149,0.042
yjhg,0.001193,0.060
yjhh,0.001451,0.017
yjhi,0.000903,0.088
yjhp,0.000146,0.002
yjhq,0.000071,0.002
yjhu,0.002288,0.024
yjia,0.000332,0.032
yjic,0.000080,0.062
yjig,0.000444,0.003
yjih,0.000729,0.006
yjij,0.000514,0.006
yjik,0.000108,0.061
yjil,0.000299,0.005
yjim,0.001548,0.042
yjin,0.002588,0.034
yjir,0.000600,0.042
yjix,0.000146,0.004
yjja,0.000554,0.003
yjjb,0.000417,0.018
yjjg,0.003059,0.023
yjji,0.000059,0.059
yjjj,0.000858,0.003
yjjp,0.000275,0.065
yjjq,0.000006,0.033
yjju,0.001945,0.006
yjjv,0.001480,0.005
yjjw,0.000169,0.000
yjjx,0.001209,0.013
yjjy,0.000076,0.000
yjjz,0.006007,0.021
yjtd,0.000282,0.022
ykfa,0.001355,0.042
ykfb,0.012291,0.025
ykff,0.000000,0.000
ykfg,0.000011,0.007
ykfh,0.000000,0.001
ykfi,0.000012,0.003
ykge,0.000192,0.020
ykgf,0.000457,0.012
ykgg,0.000502,0.008
ykgh,0.000211,0.089
ykgj,0.000099,0.003
ykgl,0.000226,0.021
ykgm,0.000315,0.040
ykgo,0.000060,0.025
ylac,0.001071,0.038
ylbe,0.000153,0.002
ylcg,0.000000,0.001
ylii,0.001679,0.013
ymce,0.000000,0.012
ymda,0.000391,0.009
ymdb,0.003161,0.010
ymdf,0.611563,0.056
ymfa,0.000027,0.067
ymga,0.001170,0.051
ymgc,0.002460,0.004
ymgd,0.005103,0.018
ymge,0.048892,0.026
ymgf,0.000157,0.005
ymgg,0.000023,0.010
ymia,0.000803,0.000
ymja,0.000361,0.059
ynai,0.000430,0.090
ynak,0.000218,0.009
ynba,0.000019,0.032
ynbb,0.000162,0.032
ynbc,0.000161,0.031
ynbd,0.000300,0.021
ynbe,0.001763,0.010
ynce,0.003243,0.027
yncg,0.001836,0.020
ynch,0.000012,0.013
yncj,0.000415,0.042
ynee,0.000059,0.083
yneg,0.000074,0.007
ynej,0.000426,0.017
ynek,0.000048,0.020
ynfa,0.000287,0.006
ynfb,0.001673,0.002
ynfc,0.001088,0.134
ynfd,0.005107,0.009
ynfe,0.000120,0.026
ynff,0.000150,0.038
ynfl,0.000257,0.021
ynfm,0.003594,0.008
ynfn,0.000000,0.035
ynfo,0.000000,0.000
ynia,0.013147,0.010
ynib,0.018862,0.135
ynid,0.000196,0.002
ynja,0.000308,0.007
ynjb,0.000288,0.002
ynjc,0.000082,0.009
ynjd,0.000088,0.022
ynje,0.000316,0.004
ynjf,0.000680,0.019
ynjh,0.001427,0.052
ynji,0.000022,0.124
yoaa,0.000282,0.003
yoab,0.000707,0.000
yoac,0.004216,0.005
yoae,0.000254,0.010
yoaf,0.001017,0.003
yoag,0.000334,0.078
yoah,0.001214,0.009
yoai,0.000077,0.008
yoba,0.001561,0.066
yobb,0.001029,0.000
yobd,0.000885,0.024
yobf,0.023696,0.065
yobh,0.000605,0.025
yodb,0.000113,0.023
yodc,0.032984,0.003
yodd,0.252220,0.120
yoeb,0.005607,0.009
yohc,0.257646,0.142
yohd,0.003235,0.002
yohf,0.013631,0.008
yohj,0.002273,0.001
yohk,0.002775,0.006
yoho,0.001488,0.001
yoji,0.000376,0.164
ypdc,0.000858,0.004
ypde,0.000047,0.013
ypdf,0.000048,0.048
ypdi,0.000186,0.014
ypea,0.002748,0.067
ypeb,0.000624,0.024
ypec,0.000767,0.008
ypfg,0.000460,0.063
ypfh,0.004005,0.025
ypfj,0.009832,0.047
ypfn,0.026931,0.002
ypha,0.008719,0.014
yphb,0.001206,0.050
yphc,0.000687,0.009
yphd,0.000707,0.019
yphe,0.000566,0.004
yphf,0.000503,0.183
yphg,0.000198,0.124
yphh,0.000437,0.033
ypja,0.002029,0.149
ypjd,0.000488,0.011
ypjf,0.000013,0.018
ypjj,0.000000,0.003
ypjk,0.000152,0.012
yqaa,0.002269,0.029
yqab,0.001180,0.043
yqae,0.003744,0.052
yqca,0.002758,0.039
yqcc,0.000982,0.026
yqce,0.000011,0.017
yqeb,0.000654,0.008
yqec,0.000432,0.017
yqef,0.001991,0.053
yqeg,0.002578,0.061
yqeh,0.000048,0.105
yqei,0.000050,0.027
yqej,0.000009,0.014
yqek,0.000000,0.022
yqfa,0.017813,0.022
yqfb,0.000751,0.007
yqga,0.000763,0.007
yqgb,0.000300,0.005
yqgd,0.000039,0.024
yqge,0.001475,0.006
yqha,0.001872,0.044
yqhc,0.000759,0.038
yqhd,0.001176,0.002
yqhg,0.000312,0.031
yqia,0.001613,0.001
yqib,0.001464,0.014
yqih,0.000009,0.026
yqii,0.000056,0.014
yqij,0.000199,0.020
yqik,0.000189,0.028
yqja,0.006082,0.003
yqjc,0.014158,0.038
yqjd,0.016705,0.011
yqje,0.016612,0.000
yqjf,0.000843,0.001
yqjg,0.010608,0.032
yqjk,0.013859,0.011
yrah,0.000059,0.024
yrai,0.000016,0.017
yraj,0.000065,0.028
yrak,0.000108,0.008
yran,0.000373,0.001
yraq,0.001632,0.015
yrar,0.002775,0.015
yrbg,0.001891,0.013
yrbl,0.104911,0.070
yrda,0.005917,0.016
yrdb,0.003636,0.022
yrdd,0.007909,0.029
yrfg,0.005664,0.023
yrhb,0.000898,0.034
ysaa,0.000167,0.000
ysab,0.000726,0.013
ysga,0.006451,0.025
yshb,0.008211,0.091
ytfb,0.006569,0.005
ytfe,0.000531,0.045
ytff,0.001055,0.000
ytfh,0.002895,0.002
ytfi,0.000262,0.035
ytfj,0.003361,0.003
ytfk,0.210963,0.075
ytfp,0.005288,0.003
ytfq,0.009543,0.034
ytfr,0.004286,0.002
ytft,0.003681,0.000
ytja,0.111716,0.007
ytjb,0.000410,0.004
ytjc,0.001776,0.019
zapa,0.043805,0.056
zapb,0.006896,0.019
zapc,0.001037,0.063
zapd,0.002996,0.025
zape,0.000257,0.019
zapg,0.054005,0.030
zint,0.000275,0.022
zipa,0.013651,0.226
zitb,0.004862,0.028
znta,0.000841,0.009
zntb,0.005602,0.022
zntr,0.002272,0.034
znua,0.003972,0.190
znub,0.001063,0.007
znuc,0.001649,0.020
zrap,0.000496,0.016
zrar,0.000572,0.009
zras,0.000150,0.004
zupt,0.011919,0.020
zur,0.000640,0.015
zwf,0.005768,0.194
