cell,subpopulation,label,umap_1,umap_2,pc_1,pc_2,group_axis_projection
121,A,0,4.689714431762695,2.466644525527954,5.784040770114714,0.10985320678976751,5.8231160083761715
122,A,0,6.294896602630615,2.5994880199432373,5.31214368418237,-6.479539269056231,5.427190055042388
123,A,0,2.903449296951294,2.4755983352661133,6.65091657696242,1.2398847613071415,6.529465546519042
124,A,0,4.276228904724121,2.4154562950134277,6.052674079672678,-1.7772333468647592,6.017939431072163
125,A,0,2.28257155418396,2.368211507797241,6.892812473403031,0.5702077687326584,6.819317176728119
126,A,0,2.7405142784118652,1.4176939725875854,5.81761407726806,1.012448625958001,5.797790750717644
127,A,0,2.8074734210968018,2.0742456912994385,6.5732818739197345,0.6583709755681926,6.4680824841003695
128,A,0,6.031342029571533,2.7339627742767334,4.3656989426728785,-8.298492209659663,4.620504408934535
129,A,0,3.2652978897094727,2.6824452877044678,7.069263228561106,3.1340547316447323,7.011456422971
130,A,0,3.2823827266693115,3.6269173622131348,6.718457437769636,2.318127226959802,6.610289959793091
131,A,0,5.651044845581055,2.4899847507476807,5.61491003188671,-5.0346231067643465,5.68310771356472
132,A,0,2.219916343688965,3.1358611583709717,5.785155907717776,1.7686269941334676,5.798327255712325
133,A,0,3.1022918224334717,1.745340347290039,5.192032900064685,0.1805743329286501,5.2175221865405295
134,A,0,3.824934959411621,2.3592617511749268,5.703059999305444,-0.3562122000060064,5.721282037150551
135,A,0,3.551257610321045,2.3265178203582764,4.575781388708394,1.5872592336936824,4.668597196166953
136,A,0,3.371330976486206,0.9309872984886169,6.773496639025818,3.1280450389312726,6.640150243787958
