,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C
yhcO,7.0,6.0,3.0
yhdA,25.0,25.0,26.0
yhdE,10.0,5.0,7.0
yhdH,13.0,14.0,11.0
yhdJ,16.0,22.0,24.0
yhdL,154.0,189.0,153.0
yhdN,87.0,77.0,71.0
yhdP,23.0,21.0,17.0
yhdU,2.0,3.0,2.0
yhdV,5.0,2.0,3.0
yhdW,17.0,14.0,25.0
yhdX,7.0,6.0,8.0
yhdY,5.0,13.0,1.0
yhdZ,19.0,18.0,19.0
yheM,2.0,2.0,2.0
yheN,0.0,1.0,0.0
yheO,22.0,18.0,17.0
yheS,4.0,5.0,6.0
yheT,0.0,0.0,0.0
yheU,7.0,7.0,8.0
yheV,7.0,8.0,13.0
yhfK,8.0,15.0,5.0
yhfL,11.0,8.0,9.0
yhfU,2.0,0.0,1.0
yhfW,6.0,5.0,2.0
yhfX,5.0,7.0,6.0
yhfY,6.0,5.0,4.0
yhfZ,26.0,29.0,34.0
yhgA,17.0,23.0,20.0
yhgE,12.0,8.0,9.0
yhgF,2.0,3.0,4.0
yhgG,0.0,0.0,0.0
yhhA,8.0,2.0,5.0
yhhF,2.0,3.0,10.0
yhhI,16.0,20.0,23.0
yhhJ,10.0,3.0,6.0
yhhK,0.0,0.0,0.0
yhhM,0.0,1.0,0.0
yhhN,1.0,4.0,0.0
yhhQ,49.0,52.0,55.0
yhhS,20.0,23.0,12.0
yhhT,11.0,5.0,11.0
yhhW,3.0,2.0,4.0
yhhX,9.0,12.0,8.0
yhhY,0.0,0.0,3.0
yhhZ,11.0,25.0,15.0
yhiD,18.0,18.0,16.0
yhiF,8.0,14.0,10.0
yhiJ,8.0,14.0,13.0
yhiL,17.0,15.0,18.0
yhiM,14.0,19.0,11.0
yhiN,0.0,1.0,0.0
yhiP,3.0,3.0,10.0
yhiR,4.0,1.0,0.0
yhiS,13.0,8.0,10.0
yhjA,13.0,14.0,20.0
yhjB,13.0,19.0,11.0
yhjC,6.0,5.0,5.0
yhjD,1.0,1.0,0.0
yhjE,19.0,29.0,15.0
yhjG,564.0,586.0,627.0
yhjH,34.0,49.0,39.0
yhjJ,14.0,13.0,11.0
yhjK,29.0,18.0,29.0
yhjQ,18.0,8.0,6.0
yhjR,33.0,41.0,35.0
yhjV,13.0,13.0,9.0
yhjX,5.0,3.0,1.0
yhjY,5.0,8.0,7.0
yiaA,12.0,12.0,9.0
yiaB,17.0,11.0,5.0
yiaC,1.0,1.0,0.0
yiaD,6.0,8.0,8.0
yiaF,21.0,12.0,15.0
yiaG,3.0,3.0,5.0
yiaH,8.0,4.0,5.0
yiaJ,0.0,1.0,0.0
yiaK,0.0,0.0,1.0
yiaL,9.0,6.0,5.0
yiaN,7.0,3.0,6.0
yiaO,2.0,1.0,4.0
yiaT,14.0,15.0,12.0
yiaU,13.0,9.0,12.0
yiaV,0.0,1.0,0.0
yiaW,4.0,0.0,0.0
yiaY,9.0,10.0,10.0
yibA,11.0,9.0,9.0
yibD,41.0,22.0,25.0
yibF,0.0,0.0,0.0
yibG,12.0,21.0,16.0
yibH,14.0,13.0,9.0
yibI,0.0,1.0,0.0
yibJ,7.0,8.0,11.0
yibK,4.0,2.0,2.0
yibL,2.0,1.0,0.0
yibN,25.0,36.0,37.0
yibQ,12.0,5.0,3.0
yibT,1.0,0.0,0.0
yicC,4.0,2.0,9.0
yicE,0.0,0.0,0.0
yicG,11.0,8.0,5.0
yicH,21.0,25.0,30.0
yicI,10.0,3.0,15.0
yicJ,9.0,8.0,8.0
yicL,15.0,5.0,7.0
yicN,18.0,12.0,26.0
yicO,5.0,6.0,4.0
yicR,6.0,0.0,0.0
yicS,1.0,1.0,0.0
yidA,11.0,4.0,12.0
yidC,33.0,27.0,29.0
yidD,0.0,1.0,3.0
yidE,1.0,0.0,2.0
yidF,1.0,7.0,2.0
yidH,2.0,4.0,4.0
yidI,9.0,16.0,16.0
yidJ,9.0,9.0,6.0
yidK,23.0,25.0,21.0
yidL,14.0,10.0,14.0
yidP,6.0,3.0,3.0
yidQ,1.0,0.0,0.0
yidR,18.0,18.0,19.0
yidX,4.0,5.0,9.0
yidZ,0.0,1.0,1.0
yieE,0.0,0.0,1.0
yieF,1.0,2.0,0.0
yieG,3.0,3.0,3.0
yieH,16.0,17.0,20.0
yieI,19.0,27.0,21.0
yieK,18.0,13.0,9.0
yieL,13.0,21.0,8.0
yieP,22.0,26.0,28.0
yifB,8.0,11.0,9.0
yifE,0.0,0.0,0.0
yifK,28.0,27.0,24.0
yifN,4.0,0.0,1.0
yifO,9.0,6.0,11.0
yigA,15.0,14.0,18.0
yigB,0.0,0.0,1.0
yigE,17.0,8.0,8.0
yigG,21.0,7.0,15.0
yigI,16.0,29.0,39.0
yigL,25.0,11.0,8.0
yigM,0.0,0.0,0.0
yigP,0.0,0.0,0.0
yigZ,24.0,15.0,14.0
yihA,4.0,6.0,4.0
yihD,0.0,0.0,0.0
yihE,36.0,24.0,22.0
yihF,2.0,9.0,3.0
yihG,16.0,24.0,14.0
yihI,18.0,18.0,14.0
yihL,0.0,0.0,2.0
yihM,17.0,17.0,18.0
yihN,4.0,4.0,9.0
yihO,13.0,15.0,7.0
yihP,12.0,9.0,5.0
yihQ,2.0,3.0,3.0
yihR,9.0,10.0,3.0
yihS,9.0,12.0,21.0
yihT,2.0,0.0,5.0
yihU,0.0,0.0,0.0
yihV,0.0,0.0,0.0
yihW,11.0,12.0,6.0
yihX,4.0,9.0,2.0
yiiD,15.0,8.0,4.0
yiiF,16.0,15.0,14.0
yiiG,14.0,14.0,15.0
yiiM,0.0,1.0,1.0
yiiQ,1.0,0.0,0.0
yiiR,10.0,8.0,9.0
yiiS,7.0,4.0,8.0
yiiT,16.0,14.0,13.0
yiiU,38.0,19.0,26.0
yiiX,21.0,12.0,22.0
yijD,5.0,1.0,6.0
yijE,9.0,9.0,10.0
yijF,5.0,2.0,6.0
yijO,4.0,3.0,2.0
yijP,14.0,7.0,9.0
yjaA,12.0,10.0,14.0
yjaB,5.0,4.0,1.0
yjaG,6.0,23.0,11.0
yjaH,0.0,2.0,0.0
yjbB,6.0,2.0,4.0
yjbD,4.0,2.0,1.0
yjbF,3.0,3.0,0.0
yjbG,0.0,0.0,0.0
yjbH,31.0,24.0,30.0
yjbI,11.0,7.0,12.0
yjbJ,23.0,29.0,30.0
yjbM,8.0,5.0,10.0
yjbQ,6.0,7.0,11.0
yjcB,19.0,20.0,31.0
yjcC,10.0,10.0,10.0
yjcD,37.0,54.0,44.0
yjcE,0.0,3.0,1.0
yjcF,8.0,9.0,12.0
yjcH,4.0,1.0,2.0
yjcO,27.0,22.0,14.0
yjcP,34.0,46.0,45.0
yjcQ,4.0,5.0,7.0
yjcR,0.0,1.0,0.0
yjcS,19.0,16.0,20.0
yjcZ,2.0,0.0,2.0
yjdA,16.0,14.0,18.0
yjdC,5.0,6.0,8.0
yjdF,0.0,0.0,1.0
yjdJ,8.0,7.0,7.0
yjdK,5.0,5.0,9.0
yjdL,7.0,7.0,4.0
yjdO,0.0,0.0,0.0
yjdP,10.0,7.0,7.0
yjeE,2.0,4.0,3.0
yjeF,13.0,6.0,6.0
yjeJ,15.0,14.0,13.0
yjeK,13.0,17.0,15.0
yjeM,26.0,20.0,23.0
yjeO,11.0,28.0,16.0
yjeP,18.0,21.0,23.0
yjeS,6.0,1.0,1.0
yjeT,0.0,0.0,0.0
yjfC,2.0,0.0,4.0
yjfF,1.0,2.0,2.0
yjfI,20.0,21.0,16.0
yjfJ,7.0,13.0,13.0
yjfK,7.0,11.0,13.0
yjfL,2.0,1.0,1.0
yjfM,19.0,16.0,8.0
yjfO,5.0,1.0,8.0
yjfP,7.0,6.0,8.0
yjfY,7.0,2.0,4.0
yjfZ,17.0,14.0,14.0
yjgA,49.0,40.0,46.0
yjgB,8.0,15.0,7.0
yjgF,25.0,15.0,10.0
yjgH,1.0,1.0,1.0
yjgI,0.0,5.0,3.0
yjgJ,5.0,4.0,6.0
yjgK,22.0,18.0,19.0
yjgL,5.0,11.0,10.0
yjgM,19.0,31.0,29.0
yjgN,7.0,20.0,19.0
yjgP,60.0,45.0,68.0
yjgQ,39.0,44.0,35.0
yjgR,26.0,20.0,26.0
yjgW,4.0,10.0,4.0
yjgX,20.0,10.0,12.0
yjgZ,0.0,0.0,0.0
yjhA,21.0,16.0,14.0
yjhB,4.0,4.0,6.0
yjhC,10.0,11.0,14.0
yjhD,10.0,16.0,10.0
yjhE,2.0,0.0,1.0
yjhF,2.0,6.0,0.0
yjhG,15.0,16.0,11.0
yjhH,3.0,1.0,0.0
yjhI,29.0,21.0,16.0
yjhP,1.0,0.0,0.0
yjhR,22.0,20.0,19.0
yjhS,14.0,15.0,17.0
yjhT,5.0,5.0,8.0
yjhU,17.0,12.0,12.0
yjhV,15.0,11.0,26.0
yjhW,4.0,2.0,9.0
yjhX,11.0,7.0,6.0
yjiA,13.0,5.0,11.0
yjiC,7.0,6.0,9.0
yjiD,0.0,5.0,1.0
yjiG,0.0,2.0,0.0
yjiH,0.0,0.0,1.0
yjiK,8.0,8.0,12.0
yjiM,12.0,14.0,11.0
yjiN,8.0,14.0,8.0
yjiO,8.0,6.0,5.0
yjiP,44.0,42.0,36.0
yjiR,8.0,3.0,4.0
yjiT,26.0,26.0,17.0
yjiV,30.0,27.0,21.0
yjiX,0.0,0.0,0.0
yjiY,0.0,0.0,3.0
yjiZ,3.0,8.0,11.0
yjjA,2.0,0.0,0.0
yjjB,3.0,1.0,2.0
yjjG,38.0,40.0,24.0
yjjI,12.0,19.0,7.0
yjjJ,0.0,0.0,0.0
yjjK,46.0,44.0,59.0
yjjM,9.0,13.0,13.0
yjjN,32.0,23.0,18.0
yjjP,25.0,14.0,25.0
yjjQ,21.0,21.0,24.0
yjjU,10.0,6.0,4.0
yjjV,11.0,14.0,5.0
yjjX,2.0,3.0,4.0
yjjY,2.0,0.0,3.0
yjjZ,10.0,9.0,4.0
yjtD,11.0,4.0,4.0
ykfA,27.0,30.0,20.0
ykfB,21.0,6.0,14.0
ykfC,15.0,11.0,13.0
ykfF,2.0,1.0,1.0
ykfG,0.0,1.0,1.0
ykgA,18.0,15.0,14.0
ykgB,25.0,19.0,17.0
ykgC,8.0,9.0,9.0
ykgD,6.0,3.0,3.0
ykgE,4.0,1.0,1.0
ykgF,13.0,3.0,10.0
ykgG,4.0,2.0,2.0
ykgH,10.0,3.0,17.0
ykgI,13.0,3.0,9.0
ykgJ,1.0,1.0,3.0
ykgK,12.0,19.0,16.0
ykgL,12.0,10.0,10.0
ykgM,5.0,4.0,9.0
ykgN,33.0,33.0,35.0
ykgO,3.0,5.0,4.0
ykiA,1.0,0.0,1.0
ylaB,11.0,8.0,14.0
ylaC,7.0,6.0,11.0
ylbA,5.0,8.0,7.0
ylbE,0.0,0.0,0.0
ylbG,8.0,7.0,4.0
ylbH,49.0,35.0,47.0
yliA,42.0,37.0,38.0
yliB,42.0,54.0,53.0
yliC,6.0,4.0,4.0
yliD,25.0,9.0,14.0
yliE,10.0,8.0,14.0
yliF,14.0,18.0,14.0
yliG,6.0,5.0,7.0
yliI,6.0,6.0,10.0
yliJ,10.0,10.0,10.0
yliK,4.0,0.0,1.0
yliL,16.0,11.0,12.0
ymbA,21.0,17.0,23.0
ymcB,6.0,7.0,2.0
ymcC,17.0,11.0,14.0
ymcE,5.0,1.0,0.0
ymdA,1.0,2.0,1.0
ymdB,1.0,0.0,0.0
ymdC,7.0,9.0,15.0
ymdE,0.0,1.0,6.0
ymdF,0.0,4.0,2.0
ymfA,6.0,6.0,5.0
ymfD,2.0,1.0,4.0
ymfE,4.0,3.0,2.0
ymfG,4.0,9.0,9.0
ymfH,0.0,0.0,1.0
ymfI,30.0,26.0,27.0
ymfJ,0.0,0.0,0.0
ymfK,44.0,48.0,37.0
ymfL,5.0,2.0,6.0
ymfM,0.0,0.0,0.0
ymfN,1.0,3.0,0.0
ymfO,0.0,0.0,0.0
ymfP,2.0,2.0,2.0
ymfR,1.0,0.0,4.0
ymfS,34.0,23.0,37.0
ymgA,18.0,24.0,21.0
ymgB,9.0,11.0,10.0
ymgC,3.0,4.0,3.0
ymgD,1.0,0.0,1.0
ymgG,0.0,0.0,2.0
ymgH,5.0,8.0,10.0
ymiA,0.0,1.0,0.0
ymjA,23.0,24.0,25.0
ymjC,5.0,5.0,3.0
ynaA,41.0,24.0,35.0
ynaI,16.0,23.0,19.0
ynaJ,43.0,75.0,47.0
ynaK,0.0,0.0,2.0
ynbA,18.0,23.0,26.0
ynbB,20.0,17.0,19.0
ynbC,31.0,24.0,22.0
ynbD,11.0,13.0,12.0
ynbE,0.0,2.0,4.0
yncA,11.0,5.0,5.0
yncB,17.0,19.0,21.0
yncC,23.0,18.0,13.0
yncD,5.0,11.0,4.0
yncE,21.0,11.0,17.0
yncG,9.0,7.0,7.0
yncH,4.0,2.0,5.0
yncI,71.0,54.0,63.0
yncJ,4.0,3.0,0.0
yncK,17.0,18.0,17.0
yneE,7.0,4.0,8.0
yneF,13.0,8.0,10.0
yneG,1.0,0.0,2.0
yneH,15.0,29.0,28.0
yneI,0.0,1.0,0.0
yneJ,8.0,5.0,9.0
yneK,12.0,8.0,12.0
yneL,8.0,4.0,13.0
ynfA,0.0,1.0,1.0
ynfC,38.0,20.0,44.0
ynfD,0.0,1.0,0.0
ynfE,8.0,13.0,18.0
ynfF,13.0,14.0,14.0
ynfG,0.0,1.0,0.0
ynfL,0.0,0.0,1.0
ynfM,4.0,1.0,1.0
ynfN,5.0,1.0,3.0
ynhG,30.0,27.0,26.0
yniA,8.0,6.0,8.0
yniB,37.0,22.0,36.0
yniC,3.0,8.0,7.0
yniD,0.0,1.0,0.0
ynjA,2.0,2.0,1.0
ynjC,2.0,7.0,2.0
ynjD,8.0,9.0,8.0
ynjE,3.0,3.0,1.0
ynjF,1.0,1.0,4.0
ynjH,20.0,7.0,3.0
ynjI,13.0,24.0,13.0
yoaA,0.0,0.0,0.0
yoaB,0.0,0.0,0.0
yoaC,0.0,2.0,2.0
yoaD,14.0,22.0,22.0
yoaE,4.0,3.0,1.0
yoaG,8.0,21.0,16.0
yoaH,1.0,2.0,0.0
yoaI,1.0,0.0,0.0
yobA,44.0,51.0,34.0
yobB,0.0,0.0,0.0
yobD,15.0,11.0,17.0
yobF,28.0,28.0,23.0
yobG,19.0,13.0,26.0
yobH,26.0,29.0,30.0
yodA,6.0,10.0,4.0
yodB,16.0,17.0,17.0
yodD,17.0,9.0,21.0
yoeA,6.0,3.0,4.0
yoeB,2.0,2.0,2.0
yoeF,4.0,10.0,9.0
yohC,1.0,0.0,2.0
yohD,0.0,0.0,0.0
yohK,0.0,1.0,3.0
yohL,25.0,17.0,18.0
yohM,8.0,13.0,16.0
yohN,4.0,3.0,5.0
yojI,37.0,40.0,28.0
yojL,9.0,20.0,15.0
ypaA,11.0,5.0,4.0
ypdA,26.0,36.0,34.0
ypdB,25.0,22.0,25.0
ypdC,6.0,2.0,6.0
ypdD,13.0,4.0,4.0
ypdE,2.0,0.0,4.0
ypdF,0.0,6.0,4.0
ypdG,0.0,1.0,0.0
ypdH,12.0,19.0,10.0
ypdI,4.0,10.0,0.0
ypdJ,2.0,4.0,2.0
ypeA,37.0,41.0,34.0
ypeB,9.0,6.0,2.0
ypeC,8.0,5.0,6.0
ypfE,8.0,5.0,7.0
ypfG,4.0,2.0,11.0
ypfH,4.0,2.0,5.0
ypfI,13.0,8.0,6.0
ypfJ,12.0,14.0,18.0
ypfN,1.0,0.0,0.0
yphA,5.0,3.0,1.0
yphB,3.0,2.0,2.0
yphC,0.0,0.0,0.0
yphD,8.0,2.0,3.0
yphE,0.0,1.0,1.0
yphF,29.0,18.0,29.0
yphG,6.0,10.0,15.0
yphH,36.0,21.0,23.0
ypjA,31.0,37.0,22.0
ypjC,44.0,42.0,40.0
ypjD,11.0,14.0,4.0
ypjF,18.0,12.0,10.0
ypjK,1.0,0.0,0.0
yqaA,6.0,2.0,4.0
yqaB,24.0,23.0,32.0
yqaE,4.0,0.0,5.0
yqcA,12.0,7.0,12.0
yqcE,9.0,6.0,10.0
yqeA,31.0,24.0,27.0
yqeC,11.0,4.0,3.0
yqeF,13.0,7.0,18.0
yqeG,17.0,19.0,13.0
yqeH,50.0,51.0,51.0
yqeI,6.0,7.0,6.0
yqeJ,0.0,1.0,1.0
yqeK,7.0,1.0,4.0
yqfA,11.0,19.0,12.0
yqfB,0.0,1.0,0.0
yqfE,8.0,3.0,10.0
yqgA,7.0,6.0,16.0
yqgB,1.0,0.0,2.0
yqgD,3.0,8.0,2.0
yqgF,0.0,1.0,0.0
yqhA,91.0,81.0,94.0
yqhC,15.0,19.0,19.0
yqhD,0.0,1.0,0.0
yqhG,15.0,13.0,11.0
yqiB,6.0,12.0,9.0
yqiC,1.0,2.0,2.0
yqiG,13.0,11.0,8.0
yqiH,16.0,23.0,16.0
yqiI,6.0,6.0,7.0
yqiJ,27.0,14.0,23.0
yqiK,18.0,29.0,25.0
yqjA,1.0,4.0,1.0
yqjB,2.0,1.0,5.0
yqjC,11.0,9.0,12.0
yqjD,6.0,6.0,1.0
yqjF,1.0,0.0,0.0
yqjG,16.0,12.0,5.0
yqjH,1.0,2.0,4.0
yqjI,0.0,0.0,0.0
yqjK,2.0,3.0,2.0
yraH,8.0,17.0,8.0
yraI,6.0,9.0,4.0
yraJ,7.0,7.0,13.0
yraK,6.0,6.0,4.0
yraL,1.0,2.0,0.0
yraM,8.0,7.0,4.0
yraN,5.0,2.0,13.0
yraP,13.0,19.0,12.0
yraQ,2.0,0.0,4.0
yraR,0.0,3.0,6.0
yrbA,0.0,0.0,0.0
yrbB,20.0,19.0,9.0
yrbC,1.0,0.0,0.0
yrbD,53.0,52.0,52.0
yrbF,2.0,1.0,0.0
yrbG,18.0,22.0,21.0
yrbK,60.0,78.0,61.0
yrbL,44.0,28.0,29.0
yrdA,12.0,15.0,15.0
yrdB,9.0,4.0,9.0
yrdC,4.0,9.0,10.0
yrdD,14.0,7.0,12.0
yrfA,0.0,0.0,0.0
yrfC,0.0,0.0,0.0
yrfD,1.0,2.0,1.0
yrfF,23.0,17.0,17.0
yrfG,11.0,13.0,16.0
yrhA,4.0,0.0,7.0
yrhB,22.0,16.0,20.0
yrhC,12.0,14.0,15.0
ysaB,0.0,1.0,0.0
ysgA,8.0,2.0,4.0
ytfA,19.0,12.0,12.0
ytfE,16.0,27.0,21.0
ytfG,4.0,5.0,3.0
ytfI,21.0,21.0,22.0
ytfJ,0.0,0.0,1.0
ytfK,6.0,0.0,3.0
ytfL,79.0,91.0,83.0
ytfM,47.0,71.0,42.0
ytfN,40.0,36.0,31.0
ytfQ,8.0,11.0,23.0
ytfR,0.0,0.0,0.0
ytfT,0.0,0.0,0.0
ytjA,0.0,0.0,0.0
ytjB,3.0,0.0,0.0
ytjC,42.0,23.0,28.0
yzcX,18.0,17.0,20.0
yzgL,2.0,3.0,4.0
zapA,376.0,457.0,377.0
zipA,193.0,245.0,206.0
zitB,2.0,0.0,4.0
zntA,1.0,4.0,2.0
zntR,101.0,111.0,110.0
znuA,42.0,35.0,48.0
znuB,3.0,7.0,7.0
znuC,21.0,16.0,20.0
zraP,4.0,3.0,1.0
zraS,1.0,1.0,2.0
zupT,33.0,23.0,21.0
zur,11.0,14.0,26.0
zwf,62.0,49.0,64.0
