,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
ygeR,15.0,18.0,30.0,79.0,72.0,69.0,282.0,265.0,300.0,421.0,452.0,435.0,578.0,548.0,601.0
ygeV,4.0,2.0,6.0,10.0,10.0,9.0,59.0,82.0,70.0,121.0,124.0,129.0,183.0,143.0,173.0
ygeW,0.0,0.0,0.0,2.0,2.0,3.0,17.0,18.0,26.0,50.0,44.0,42.0,57.0,69.0,73.0
ygeX,0.0,0.0,0.0,7.0,5.0,10.0,59.0,52.0,54.0,91.0,74.0,80.0,163.0,143.0,150.0
ygeY,0.0,0.0,0.0,1.0,4.0,12.0,40.0,37.0,40.0,67.0,54.0,72.0,91.0,112.0,105.0
ygfA,0.0,0.0,0.0,1.0,2.0,0.0,5.0,5.0,7.0,6.0,9.0,8.0,16.0,10.0,4.0
ygfB,34.0,28.0,15.0,16.0,23.0,22.0,81.0,91.0,86.0,127.0,144.0,117.0,192.0,200.0,168.0
ygfF,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,3.0
ygfG,9.0,4.0,9.0,21.0,16.0,17.0,164.0,146.0,154.0,306.0,298.0,266.0,390.0,400.0,406.0
ygfH,2.0,0.0,1.0,9.0,10.0,9.0,46.0,53.0,59.0,95.0,125.0,120.0,157.0,152.0,126.0
ygfI,1.0,2.0,3.0,11.0,6.0,9.0,44.0,38.0,38.0,53.0,55.0,51.0,88.0,100.0,93.0
ygfJ,2.0,9.0,6.0,29.0,15.0,24.0,144.0,146.0,137.0,254.0,258.0,252.0,326.0,337.0,394.0
ygfK,0.0,0.0,1.0,20.0,13.0,16.0,121.0,98.0,100.0,178.0,202.0,164.0,276.0,267.0,270.0
ygfM,0.0,1.0,2.0,4.0,4.0,1.0,28.0,20.0,26.0,49.0,44.0,43.0,70.0,60.0,65.0
ygfO,1.0,3.0,0.0,14.0,13.0,15.0,59.0,44.0,75.0,133.0,129.0,131.0,174.0,151.0,149.0
ygfQ,2.0,0.0,0.0,7.0,2.0,6.0,38.0,46.0,38.0,57.0,73.0,73.0,84.0,95.0,105.0
ygfT,6.0,2.0,9.0,22.0,18.0,26.0,88.0,61.0,84.0,166.0,153.0,151.0,207.0,238.0,219.0
ygfU,3.0,0.0,0.0,2.0,2.0,3.0,24.0,23.0,25.0,50.0,45.0,59.0,66.0,63.0,69.0
ygfY,12.0,17.0,10.0,20.0,15.0,23.0,52.0,57.0,49.0,84.0,82.0,77.0,107.0,106.0,119.0
ygfZ,7.0,18.0,12.0,14.0,6.0,5.0,52.0,43.0,39.0,69.0,105.0,93.0,103.0,91.0,91.0
yggC,12.0,9.0,7.0,18.0,18.0,13.0,52.0,57.0,76.0,79.0,88.0,95.0,137.0,131.0,131.0
yggD,7.0,15.0,4.0,19.0,22.0,20.0,116.0,116.0,108.0,221.0,213.0,177.0,284.0,273.0,273.0
yggE,5.0,7.0,9.0,18.0,26.0,27.0,97.0,85.0,77.0,147.0,165.0,159.0,192.0,185.0,195.0
yggG,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,8.0,11.0,3.0,10.0,11.0,11.0
yggJ,12.0,14.0,21.0,18.0,19.0,18.0,76.0,60.0,71.0,88.0,89.0,93.0,134.0,149.0,132.0
yggL,4.0,3.0,7.0,30.0,14.0,17.0,19.0,24.0,39.0,29.0,19.0,21.0,20.0,33.0,26.0
yggM,3.0,1.0,4.0,1.0,7.0,4.0,35.0,35.0,60.0,56.0,66.0,73.0,95.0,123.0,108.0
yggN,6.0,2.0,0.0,11.0,10.0,9.0,14.0,13.0,12.0,11.0,15.0,13.0,25.0,17.0,23.0
yggP,4.0,2.0,1.0,6.0,7.0,7.0,52.0,41.0,56.0,94.0,100.0,85.0,132.0,150.0,142.0
yggR,2.0,2.0,5.0,7.0,8.0,12.0,69.0,59.0,59.0,106.0,119.0,98.0,129.0,144.0,161.0
yggS,4.0,3.0,4.0,7.0,7.0,12.0,36.0,30.0,30.0,43.0,50.0,47.0,66.0,71.0,64.0
yggT,9.0,11.0,7.0,11.0,10.0,15.0,36.0,46.0,40.0,60.0,64.0,81.0,90.0,87.0,104.0
yggU,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,6.0,0.0,5.0
yggV,2.0,2.0,7.0,11.0,7.0,7.0,28.0,17.0,18.0,26.0,16.0,22.0,47.0,48.0,38.0
yggW,5.0,13.0,4.0,9.0,17.0,10.0,48.0,54.0,49.0,89.0,75.0,89.0,111.0,102.0,113.0
yggX,8.0,2.0,6.0,3.0,2.0,1.0,6.0,8.0,9.0,23.0,22.0,23.0,27.0,23.0,23.0
yghA,0.0,1.0,2.0,3.0,0.0,2.0,6.0,2.0,14.0,22.0,22.0,12.0,25.0,27.0,31.0
yghB,6.0,5.0,6.0,17.0,22.0,23.0,121.0,108.0,116.0,173.0,175.0,173.0,210.0,254.0,245.0
yghD,3.0,0.0,2.0,5.0,5.0,3.0,47.0,40.0,36.0,77.0,83.0,69.0,117.0,122.0,122.0
yghF,1.0,5.0,2.0,30.0,26.0,22.0,98.0,100.0,107.0,175.0,161.0,177.0,234.0,232.0,222.0
yghG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,7.0,3.0,4.0,11.0
yghJ,12.0,3.0,9.0,33.0,15.0,14.0,85.0,87.0,84.0,174.0,176.0,180.0,199.0,193.0,231.0
yghO,5.0,14.0,4.0,12.0,20.0,15.0,144.0,133.0,175.0,262.0,289.0,275.0,358.0,364.0,340.0
yghQ,0.0,0.0,1.0,2.0,5.0,3.0,16.0,16.0,17.0,28.0,23.0,26.0,52.0,41.0,39.0
yghR,4.0,3.0,2.0,6.0,8.0,6.0,33.0,33.0,37.0,76.0,81.0,82.0,115.0,106.0,105.0
yghS,1.0,1.0,0.0,3.0,6.0,8.0,30.0,36.0,35.0,67.0,78.0,85.0,101.0,134.0,106.0
yghT,2.0,0.0,2.0,8.0,3.0,7.0,28.0,15.0,37.0,62.0,54.0,63.0,72.0,94.0,81.0
yghU,0.0,0.0,1.0,1.0,2.0,0.0,10.0,6.0,4.0,23.0,22.0,13.0,20.0,21.0,27.0
yghW,5.0,5.0,2.0,7.0,9.0,11.0,90.0,58.0,66.0,115.0,131.0,144.0,186.0,188.0,179.0
yghX,3.0,2.0,0.0,0.0,3.0,4.0,28.0,28.0,25.0,51.0,50.0,47.0,85.0,66.0,64.0
yghY,2.0,0.0,1.0,7.0,4.0,7.0,33.0,42.0,38.0,63.0,60.0,64.0,97.0,82.0,90.0
yghZ,36.0,50.0,34.0,24.0,23.0,18.0,118.0,128.0,118.0,206.0,222.0,198.0,325.0,314.0,311.0
ygiB,7.0,5.0,8.0,2.0,3.0,2.0,13.0,14.0,13.0,29.0,33.0,40.0,28.0,36.0,34.0
ygiC,98.0,68.0,80.0,65.0,64.0,51.0,152.0,141.0,131.0,204.0,233.0,208.0,301.0,299.0,288.0
ygiD,0.0,2.0,1.0,0.0,2.0,1.0,2.0,7.0,3.0,10.0,8.0,14.0,10.0,11.0,6.0
ygiF,1.0,8.0,3.0,4.0,7.0,8.0,66.0,49.0,40.0,85.0,70.0,66.0,96.0,98.0,96.0
ygiH,4.0,3.0,0.0,9.0,8.0,5.0,26.0,30.0,38.0,53.0,77.0,74.0,72.0,72.0,69.0
ygiL,0.0,0.0,0.0,21.0,13.0,9.0,68.0,70.0,87.0,133.0,169.0,157.0,212.0,216.0,221.0
ygiN,1.0,2.0,6.0,6.0,4.0,2.0,27.0,18.0,30.0,41.0,52.0,48.0,70.0,58.0,75.0
ygiP,0.0,1.0,2.0,2.0,2.0,1.0,15.0,24.0,18.0,24.0,27.0,19.0,37.0,40.0,35.0
ygiQ,4.0,0.0,1.0,2.0,4.0,1.0,25.0,18.0,16.0,33.0,35.0,33.0,58.0,46.0,41.0
ygiS,6.0,7.0,8.0,171.0,177.0,156.0,269.0,313.0,265.0,233.0,233.0,258.0,306.0,299.0,317.0
ygiT,0.0,5.0,0.0,34.0,29.0,29.0,26.0,39.0,29.0,18.0,14.0,13.0,25.0,19.0,17.0
ygiV,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,0.0,2.0,3.0
ygiW,4.0,2.0,1.0,10.0,11.0,13.0,31.0,26.0,26.0,50.0,65.0,53.0,64.0,71.0,70.0
ygiZ,0.0,3.0,0.0,1.0,1.0,1.0,13.0,5.0,12.0,18.0,10.0,15.0,11.0,20.0,25.0
ygjD,3.0,1.0,6.0,4.0,4.0,2.0,27.0,22.0,14.0,43.0,37.0,50.0,59.0,50.0,64.0
ygjG,5.0,13.0,10.0,33.0,35.0,25.0,154.0,148.0,141.0,219.0,247.0,254.0,327.0,338.0,374.0
ygjH,5.0,0.0,3.0,4.0,4.0,5.0,19.0,35.0,32.0,58.0,58.0,55.0,95.0,69.0,81.0
ygjI,0.0,0.0,0.0,9.0,4.0,5.0,54.0,30.0,23.0,79.0,71.0,92.0,109.0,81.0,89.0
ygjJ,0.0,0.0,2.0,1.0,3.0,1.0,6.0,12.0,7.0,8.0,18.0,24.0,28.0,24.0,21.0
ygjK,1.0,2.0,0.0,12.0,20.0,12.0,69.0,60.0,55.0,100.0,121.0,117.0,164.0,156.0,164.0
ygjN,4.0,5.0,4.0,15.0,19.0,13.0,35.0,56.0,36.0,82.0,72.0,72.0,110.0,108.0,116.0
ygjO,4.0,1.0,0.0,6.0,4.0,4.0,43.0,27.0,26.0,39.0,47.0,37.0,70.0,68.0,71.0
ygjP,4.0,2.0,6.0,8.0,8.0,5.0,60.0,61.0,43.0,102.0,100.0,93.0,135.0,121.0,131.0
ygjQ,0.0,0.0,0.0,3.0,3.0,1.0,8.0,13.0,9.0,40.0,30.0,30.0,25.0,49.0,28.0
ygjR,8.0,9.0,2.0,7.0,3.0,3.0,35.0,39.0,34.0,54.0,47.0,57.0,84.0,90.0,77.0
ygjV,0.0,3.0,0.0,1.0,6.0,5.0,38.0,33.0,24.0,54.0,64.0,70.0,76.0,71.0,68.0
yhaB,0.0,1.0,1.0,5.0,4.0,9.0,56.0,41.0,46.0,79.0,91.0,60.0,112.0,107.0,103.0
yhaC,2.0,3.0,0.0,5.0,8.0,5.0,46.0,30.0,53.0,89.0,89.0,63.0,102.0,99.0,113.0
yhaI,0.0,0.0,0.0,4.0,6.0,2.0,28.0,34.0,33.0,58.0,60.0,57.0,81.0,83.0,87.0
yhaJ,4.0,5.0,8.0,7.0,3.0,5.0,25.0,26.0,28.0,21.0,36.0,37.0,38.0,44.0,52.0
yhaK,1.0,1.0,2.0,8.0,7.0,8.0,53.0,66.0,51.0,94.0,97.0,97.0,129.0,139.0,142.0
yhaM,2.0,1.0,0.0,2.0,3.0,4.0,18.0,7.0,15.0,22.0,13.0,23.0,38.0,28.0,39.0
yhaO,5.0,1.0,2.0,6.0,10.0,15.0,72.0,68.0,86.0,142.0,170.0,134.0,205.0,205.0,211.0
yhaV,17.0,19.0,15.0,74.0,85.0,92.0,220.0,207.0,213.0,265.0,268.0,264.0,344.0,371.0,356.0
yhbC,8.0,10.0,13.0,46.0,36.0,37.0,54.0,49.0,57.0,27.0,41.0,39.0,18.0,23.0,29.0
yhbE,2.0,1.0,0.0,19.0,21.0,18.0,27.0,23.0,29.0,24.0,22.0,25.0,29.0,33.0,35.0
yhbG,2.0,1.0,1.0,1.0,0.0,4.0,1.0,4.0,1.0,7.0,7.0,5.0,6.0,6.0,10.0
yhbJ,2.0,5.0,0.0,3.0,4.0,2.0,6.0,8.0,4.0,14.0,16.0,16.0,21.0,14.0,23.0
yhbN,12.0,20.0,13.0,23.0,14.0,23.0,54.0,39.0,37.0,46.0,39.0,37.0,42.0,55.0,68.0
yhbO,1.0,0.0,0.0,4.0,0.0,1.0,7.0,16.0,6.0,22.0,24.0,14.0,25.0,27.0,23.0
yhbP,4.0,6.0,3.0,5.0,7.0,9.0,54.0,42.0,59.0,89.0,94.0,102.0,128.0,140.0,152.0
yhbS,13.0,3.0,7.0,10.0,14.0,9.0,38.0,28.0,37.0,66.0,55.0,50.0,75.0,58.0,79.0
yhbT,11.0,7.0,5.0,6.0,8.0,11.0,39.0,33.0,41.0,58.0,70.0,62.0,59.0,69.0,85.0
yhbU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,8.0
yhbW,3.0,0.0,0.0,4.0,4.0,2.0,17.0,13.0,15.0,35.0,43.0,33.0,51.0,41.0,56.0
yhbX,4.0,7.0,2.0,27.0,16.0,21.0,115.0,93.0,121.0,188.0,186.0,174.0,246.0,243.0,263.0
yhbY,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0
yhcA,0.0,1.0,1.0,13.0,17.0,22.0,70.0,80.0,81.0,157.0,152.0,141.0,190.0,194.0,174.0
yhcB,49.0,46.0,43.0,52.0,41.0,45.0,78.0,75.0,86.0,137.0,111.0,100.0,156.0,172.0,155.0
yhcC,2.0,0.0,0.0,1.0,2.0,2.0,13.0,8.0,17.0,19.0,26.0,22.0,36.0,30.0,34.0
yhcD,0.0,2.0,1.0,9.0,7.0,13.0,49.0,61.0,45.0,108.0,113.0,87.0,115.0,138.0,110.0
yhcE,2.0,0.0,0.0,7.0,7.0,4.0,49.0,42.0,52.0,109.0,101.0,103.0,138.0,109.0,119.0
yhcF,1.0,7.0,3.0,31.0,16.0,24.0,156.0,133.0,119.0,226.0,247.0,238.0,293.0,353.0,308.0
yhcG,12.0,5.0,8.0,18.0,34.0,24.0,130.0,140.0,129.0,188.0,210.0,181.0,285.0,305.0,281.0
yhcH,8.0,6.0,4.0,3.0,3.0,5.0,41.0,51.0,38.0,87.0,108.0,88.0,114.0,110.0,119.0
yhcM,8.0,5.0,6.0,13.0,12.0,11.0,63.0,34.0,60.0,120.0,109.0,126.0,117.0,148.0,145.0
yhcO,0.0,1.0,6.0,7.0,6.0,3.0,15.0,23.0,14.0,40.0,61.0,57.0,65.0,59.0,69.0
yhdA,11.0,13.0,6.0,25.0,25.0,26.0,62.0,74.0,78.0,115.0,124.0,136.0,161.0,162.0,160.0
yhdE,6.0,13.0,4.0,10.0,5.0,7.0,41.0,42.0,45.0,65.0,68.0,67.0,123.0,119.0,105.0
yhdH,12.0,3.0,13.0,13.0,14.0,11.0,85.0,67.0,89.0,124.0,129.0,124.0,203.0,195.0,197.0
yhdJ,3.0,5.0,0.0,16.0,22.0,24.0,79.0,91.0,86.0,171.0,155.0,152.0,221.0,226.0,202.0
yhdL,27.0,23.0,16.0,154.0,189.0,153.0,338.0,360.0,377.0,329.0,362.0,348.0,305.0,320.0,303.0
yhdN,11.0,14.0,2.0,87.0,77.0,71.0,124.0,152.0,118.0,110.0,99.0,104.0,116.0,118.0,112.0
yhdP,13.0,11.0,17.0,23.0,21.0,17.0,107.0,128.0,144.0,198.0,254.0,224.0,332.0,311.0,301.0
yhdU,4.0,2.0,3.0,2.0,3.0,2.0,32.0,36.0,34.0,62.0,66.0,59.0,49.0,55.0,57.0
yhdV,0.0,0.0,2.0,5.0,2.0,3.0,31.0,27.0,24.0,56.0,42.0,55.0,89.0,65.0,69.0
yhdW,9.0,0.0,3.0,17.0,14.0,25.0,115.0,111.0,124.0,212.0,246.0,187.0,283.0,345.0,296.0
yhdX,0.0,2.0,0.0,7.0,6.0,8.0,32.0,33.0,43.0,57.0,78.0,83.0,97.0,90.0,59.0
yhdY,2.0,0.0,1.0,5.0,13.0,1.0,52.0,49.0,59.0,112.0,108.0,125.0,143.0,134.0,141.0
yhdZ,3.0,7.0,3.0,19.0,18.0,19.0,91.0,115.0,111.0,173.0,186.0,167.0,274.0,254.0,253.0
yheM,0.0,0.0,1.0,2.0,2.0,2.0,12.0,5.0,13.0,21.0,13.0,16.0,17.0,18.0,22.0
yheO,16.0,12.0,12.0,22.0,18.0,17.0,81.0,79.0,74.0,150.0,155.0,138.0,144.0,201.0,168.0
yheS,7.0,6.0,1.0,4.0,5.0,6.0,22.0,22.0,25.0,25.0,31.0,25.0,44.0,62.0,41.0
yheU,5.0,5.0,4.0,7.0,7.0,8.0,58.0,61.0,67.0,118.0,100.0,105.0,144.0,167.0,178.0
yheV,4.0,10.0,8.0,7.0,8.0,13.0,32.0,30.0,27.0,47.0,45.0,34.0,61.0,52.0,43.0
yhfK,4.0,14.0,2.0,8.0,15.0,5.0,43.0,51.0,46.0,83.0,92.0,102.0,104.0,124.0,101.0
yhfL,1.0,0.0,1.0,11.0,8.0,9.0,73.0,88.0,65.0,125.0,128.0,119.0,181.0,178.0,178.0
yhfU,1.0,2.0,0.0,2.0,0.0,1.0,5.0,6.0,4.0,2.0,10.0,2.0,7.0,3.0,17.0
yhfW,4.0,1.0,1.0,6.0,5.0,2.0,26.0,19.0,23.0,51.0,48.0,39.0,59.0,50.0,67.0
yhfX,4.0,2.0,1.0,5.0,7.0,6.0,58.0,50.0,42.0,105.0,110.0,103.0,146.0,156.0,116.0
yhfY,4.0,5.0,0.0,6.0,5.0,4.0,47.0,36.0,43.0,74.0,106.0,79.0,123.0,127.0,113.0
yhfZ,16.0,27.0,17.0,26.0,29.0,34.0,192.0,177.0,188.0,336.0,339.0,382.0,499.0,486.0,463.0
yhgA,1.0,0.0,1.0,17.0,23.0,20.0,129.0,113.0,148.0,238.0,263.0,256.0,334.0,348.0,324.0
yhgE,10.0,5.0,2.0,12.0,8.0,9.0,51.0,49.0,71.0,106.0,101.0,88.0,134.0,126.0,136.0
yhgF,0.0,3.0,0.0,2.0,3.0,4.0,22.0,11.0,15.0,19.0,36.0,29.0,48.0,37.0,30.0
yhgG,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0
yhhA,0.0,0.0,0.0,8.0,2.0,5.0,33.0,33.0,37.0,51.0,69.0,56.0,88.0,71.0,88.0
yhhF,3.0,3.0,1.0,2.0,3.0,10.0,19.0,13.0,23.0,29.0,31.0,29.0,35.0,45.0,41.0
yhhI,2.0,1.0,4.0,16.0,20.0,23.0,64.0,58.0,74.0,94.0,92.0,100.0,145.0,144.0,131.0
yhhJ,3.0,8.0,2.0,10.0,3.0,6.0,36.0,31.0,30.0,46.0,47.0,47.0,81.0,65.0,110.0
yhhM,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,11.0,13.0,7.0,9.0,10.0,18.0
yhhN,0.0,0.0,1.0,1.0,4.0,0.0,9.0,9.0,3.0,15.0,9.0,20.0,16.0,10.0,20.0
yhhQ,3.0,3.0,0.0,49.0,52.0,55.0,103.0,106.0,112.0,123.0,125.0,117.0,143.0,138.0,112.0
yhhS,4.0,1.0,1.0,20.0,23.0,12.0,53.0,51.0,62.0,121.0,111.0,77.0,123.0,132.0,117.0
yhhT,2.0,1.0,3.0,11.0,5.0,11.0,66.0,71.0,74.0,99.0,92.0,110.0,135.0,148.0,164.0
yhhW,2.0,0.0,1.0,3.0,2.0,4.0,26.0,33.0,34.0,46.0,38.0,51.0,78.0,54.0,62.0
yhhX,4.0,13.0,15.0,9.0,12.0,8.0,46.0,60.0,55.0,74.0,58.0,82.0,108.0,128.0,111.0
yhhY,3.0,0.0,1.0,0.0,0.0,3.0,11.0,5.0,11.0,10.0,8.0,19.0,14.0,19.0,23.0
yhhZ,0.0,2.0,2.0,11.0,25.0,15.0,109.0,116.0,127.0,184.0,258.0,192.0,299.0,286.0,306.0
yhiD,10.0,6.0,4.0,18.0,18.0,16.0,113.0,107.0,81.0,185.0,189.0,168.0,256.0,234.0,224.0
yhiF,0.0,5.0,3.0,8.0,14.0,10.0,74.0,72.0,86.0,162.0,175.0,164.0,225.0,216.0,213.0
yhiJ,5.0,1.0,3.0,8.0,14.0,13.0,72.0,90.0,101.0,151.0,148.0,125.0,234.0,242.0,216.0
yhiL,4.0,14.0,7.0,17.0,15.0,18.0,112.0,120.0,104.0,191.0,204.0,181.0,266.0,296.0,257.0
yhiM,1.0,0.0,1.0,14.0,19.0,11.0,61.0,68.0,86.0,123.0,153.0,123.0,207.0,187.0,207.0
yhiP,0.0,2.0,6.0,3.0,3.0,10.0,57.0,53.0,34.0,91.0,87.0,92.0,127.0,146.0,129.0
yhiR,1.0,0.0,0.0,4.0,1.0,0.0,8.0,16.0,15.0,21.0,16.0,22.0,34.0,16.0,40.0
yhiS,3.0,0.0,1.0,13.0,8.0,10.0,77.0,109.0,100.0,172.0,162.0,166.0,251.0,244.0,242.0
yhjA,2.0,6.0,4.0,13.0,14.0,20.0,88.0,122.0,111.0,189.0,196.0,192.0,243.0,236.0,254.0
yhjB,3.0,8.0,2.0,13.0,19.0,11.0,128.0,114.0,134.0,215.0,224.0,203.0,329.0,365.0,342.0
yhjC,0.0,0.0,0.0,6.0,5.0,5.0,13.0,22.0,23.0,37.0,22.0,34.0,49.0,51.0,38.0
yhjD,0.0,0.0,0.0,1.0,1.0,0.0,10.0,5.0,8.0,7.0,9.0,8.0,17.0,13.0,20.0
yhjE,1.0,0.0,4.0,19.0,29.0,15.0,99.0,97.0,113.0,190.0,200.0,191.0,219.0,263.0,242.0
yhjG,74.0,67.0,81.0,564.0,586.0,627.0,274.0,296.0,328.0,203.0,223.0,220.0,228.0,238.0,225.0
yhjH,24.0,18.0,20.0,34.0,49.0,39.0,22.0,21.0,38.0,29.0,19.0,34.0,27.0,32.0,29.0
yhjJ,17.0,15.0,14.0,14.0,13.0,11.0,53.0,61.0,51.0,87.0,124.0,93.0,135.0,116.0,125.0
yhjK,16.0,13.0,13.0,29.0,18.0,29.0,143.0,150.0,144.0,212.0,264.0,269.0,348.0,351.0,355.0
yhjQ,1.0,1.0,4.0,18.0,8.0,6.0,41.0,40.0,36.0,66.0,68.0,84.0,78.0,73.0,78.0
yhjR,15.0,18.0,8.0,33.0,41.0,35.0,124.0,113.0,98.0,177.0,191.0,173.0,230.0,223.0,229.0
yhjV,0.0,3.0,1.0,13.0,13.0,9.0,65.0,69.0,54.0,100.0,129.0,109.0,159.0,147.0,149.0
yhjX,0.0,0.0,1.0,5.0,3.0,1.0,22.0,21.0,19.0,39.0,39.0,53.0,53.0,52.0,46.0
yhjY,3.0,6.0,1.0,5.0,8.0,7.0,33.0,36.0,33.0,57.0,67.0,59.0,84.0,99.0,97.0
yiaA,3.0,3.0,5.0,12.0,12.0,9.0,43.0,72.0,79.0,116.0,119.0,116.0,179.0,176.0,175.0
yiaB,3.0,2.0,1.0,17.0,11.0,5.0,97.0,97.0,71.0,165.0,153.0,145.0,199.0,200.0,210.0
yiaC,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0,2.0,10.0,8.0,8.0
yiaD,1.0,4.0,5.0,6.0,8.0,8.0,56.0,51.0,58.0,101.0,111.0,103.0,132.0,142.0,141.0
yiaF,15.0,13.0,18.0,21.0,12.0,15.0,55.0,74.0,79.0,99.0,97.0,93.0,146.0,136.0,148.0
yiaG,5.0,0.0,0.0,3.0,3.0,5.0,26.0,22.0,29.0,42.0,39.0,37.0,58.0,44.0,52.0
yiaH,0.0,1.0,0.0,8.0,4.0,5.0,37.0,32.0,34.0,82.0,72.0,69.0,115.0,115.0,125.0
yiaJ,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0
yiaK,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,2.0,4.0,6.0,6.0,4.0
yiaL,7.0,2.0,1.0,9.0,6.0,5.0,42.0,42.0,43.0,69.0,63.0,70.0,92.0,104.0,106.0
yiaN,0.0,0.0,3.0,7.0,3.0,6.0,45.0,49.0,38.0,105.0,100.0,86.0,120.0,116.0,127.0
yiaO,0.0,1.0,1.0,2.0,1.0,4.0,14.0,12.0,18.0,22.0,27.0,19.0,44.0,43.0,41.0
yiaT,4.0,14.0,4.0,14.0,15.0,12.0,110.0,108.0,102.0,167.0,186.0,167.0,218.0,263.0,245.0
yiaU,1.0,1.0,2.0,13.0,9.0,12.0,47.0,45.0,73.0,88.0,90.0,73.0,124.0,118.0,128.0
yiaV,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,9.0,5.0,7.0,9.0,11.0,5.0
yiaW,2.0,4.0,0.0,4.0,0.0,0.0,11.0,14.0,15.0,33.0,35.0,30.0,56.0,35.0,47.0
yiaY,6.0,6.0,3.0,9.0,10.0,10.0,70.0,90.0,57.0,144.0,172.0,165.0,224.0,203.0,210.0
yibA,2.0,0.0,0.0,11.0,9.0,9.0,79.0,79.0,98.0,155.0,183.0,153.0,214.0,218.0,201.0
yibD,0.0,7.0,4.0,41.0,22.0,25.0,61.0,77.0,95.0,145.0,129.0,105.0,153.0,151.0,157.0
yibF,1.0,7.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,8.0,4.0,7.0,5.0,15.0,11.0
yibG,2.0,0.0,2.0,12.0,21.0,16.0,80.0,66.0,78.0,108.0,120.0,111.0,157.0,202.0,201.0
yibH,1.0,3.0,9.0,14.0,13.0,9.0,62.0,72.0,71.0,120.0,113.0,75.0,147.0,171.0,152.0
yibI,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
yibJ,0.0,0.0,1.0,7.0,8.0,11.0,49.0,48.0,51.0,74.0,74.0,68.0,124.0,100.0,122.0
yibK,3.0,0.0,0.0,4.0,2.0,2.0,9.0,6.0,3.0,17.0,31.0,10.0,35.0,43.0,34.0
yibL,0.0,1.0,1.0,2.0,1.0,0.0,7.0,3.0,4.0,14.0,5.0,7.0,7.0,16.0,11.0
yibN,45.0,49.0,46.0,25.0,36.0,37.0,69.0,77.0,78.0,110.0,127.0,88.0,136.0,135.0,134.0
yibQ,5.0,7.0,7.0,12.0,5.0,3.0,65.0,49.0,41.0,78.0,63.0,69.0,111.0,79.0,126.0
yibT,0.0,0.0,0.0,1.0,0.0,0.0,8.0,11.0,1.0,21.0,17.0,15.0,14.0,15.0,16.0
yicC,3.0,5.0,10.0,4.0,2.0,9.0,26.0,26.0,28.0,41.0,49.0,45.0,66.0,96.0,99.0
yicE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
yicG,2.0,2.0,0.0,11.0,8.0,5.0,37.0,46.0,49.0,81.0,93.0,81.0,120.0,110.0,116.0
yicH,7.0,2.0,4.0,21.0,25.0,30.0,97.0,114.0,101.0,183.0,204.0,231.0,226.0,236.0,205.0
yicI,2.0,5.0,7.0,10.0,3.0,15.0,64.0,55.0,40.0,105.0,124.0,98.0,157.0,140.0,172.0
yicJ,8.0,6.0,7.0,9.0,8.0,8.0,66.0,52.0,64.0,136.0,136.0,149.0,152.0,163.0,169.0
yicL,9.0,1.0,0.0,15.0,5.0,7.0,42.0,35.0,39.0,79.0,91.0,77.0,109.0,117.0,120.0
yicN,5.0,5.0,4.0,18.0,12.0,26.0,89.0,95.0,79.0,182.0,185.0,165.0,246.0,201.0,237.0
yicO,3.0,1.0,5.0,5.0,6.0,4.0,64.0,58.0,50.0,90.0,119.0,105.0,143.0,147.0,144.0
yicR,10.0,0.0,4.0,6.0,0.0,0.0,8.0,8.0,15.0,30.0,20.0,20.0,40.0,41.0,48.0
yicS,0.0,0.0,1.0,1.0,1.0,0.0,6.0,11.0,14.0,25.0,35.0,24.0,31.0,36.0,33.0
