,EXP_A,EXP_B,EXP_C,VAPC_T2_A,VAPC_T2_B,VAPC_T2_C,VAPC_T5_A,VAPC_T5_B,VAPC_T5_C,VAPC_T5B_A,VAPC_T5B_B,VAPC_T5B_C,VAPC_TON_A,VAPC_TON_B,VAPC_TON_C
bcsG,9.0,9.0,4.0,15.0,6.0,11.0,75.0,78.0,58.0,126.0,111.0,93.0,165.0,167.0,160.0
bdm,6.0,2.0,3.0,21.0,21.0,27.0,164.0,144.0,177.0,283.0,317.0,302.0,475.0,419.0,492.0
betA,1.0,0.0,0.0,19.0,15.0,7.0,43.0,24.0,46.0,52.0,62.0,44.0,59.0,74.0,73.0
betT,8.0,3.0,4.0,16.0,25.0,20.0,58.0,58.0,81.0,124.0,106.0,117.0,123.0,130.0,138.0
bfd,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0
bfr,9.0,17.0,7.0,10.0,9.0,18.0,74.0,63.0,87.0,122.0,101.0,123.0,144.0,139.0,154.0
bglA,18.0,42.0,33.0,25.0,36.0,32.0,132.0,109.0,98.0,167.0,189.0,164.0,245.0,247.0,264.0
bglB,0.0,2.0,0.0,3.0,4.0,5.0,47.0,42.0,37.0,70.0,70.0,48.0,88.0,113.0,106.0
bglF,3.0,2.0,3.0,6.0,4.0,8.0,34.0,44.0,37.0,70.0,92.0,90.0,107.0,105.0,116.0
bglG,5.0,2.0,7.0,10.0,7.0,16.0,70.0,87.0,89.0,141.0,137.0,150.0,210.0,212.0,212.0
bglH,3.0,2.0,6.0,8.0,11.0,14.0,53.0,67.0,78.0,119.0,132.0,104.0,189.0,172.0,166.0
bglJ,5.0,0.0,4.0,9.0,11.0,6.0,32.0,56.0,51.0,82.0,73.0,69.0,115.0,117.0,124.0
bglX,6.0,13.0,9.0,16.0,16.0,22.0,50.0,66.0,79.0,106.0,123.0,133.0,191.0,179.0,183.0
bioA,3.0,3.0,1.0,5.0,6.0,5.0,43.0,46.0,39.0,79.0,75.0,98.0,105.0,137.0,98.0
bioB,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0
bioC,3.0,4.0,2.0,0.0,3.0,3.0,26.0,23.0,32.0,41.0,73.0,54.0,69.0,60.0,66.0
bioD,16.0,18.0,9.0,23.0,18.0,16.0,80.0,82.0,95.0,171.0,152.0,164.0,238.0,231.0,241.0
bioF,0.0,2.0,2.0,1.0,5.0,1.0,10.0,10.0,9.0,26.0,20.0,21.0,32.0,32.0,32.0
bioH,0.0,2.0,3.0,0.0,1.0,1.0,5.0,15.0,15.0,16.0,14.0,22.0,22.0,33.0,30.0
bipA,96.0,78.0,84.0,483.0,476.0,450.0,535.0,539.0,518.0,395.0,407.0,390.0,357.0,358.0,334.0
birA,10.0,20.0,15.0,35.0,52.0,39.0,129.0,141.0,121.0,209.0,189.0,180.0,257.0,296.0,287.0
bisC,1.0,6.0,1.0,7.0,6.0,10.0,62.0,56.0,46.0,87.0,83.0,97.0,123.0,132.0,118.0
blc,0.0,0.0,0.0,0.0,4.0,5.0,19.0,24.0,25.0,45.0,31.0,36.0,65.0,63.0,66.0
blr,4.0,3.0,0.0,12.0,9.0,5.0,27.0,12.0,13.0,23.0,23.0,16.0,16.0,32.0,21.0
bolA,12.0,11.0,14.0,27.0,35.0,26.0,133.0,131.0,139.0,236.0,255.0,213.0,280.0,270.0,279.0
brnQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0
bssR,2.0,1.0,0.0,11.0,14.0,25.0,95.0,92.0,82.0,130.0,133.0,126.0,205.0,209.0,191.0
bssS,0.0,0.0,4.0,4.0,10.0,9.0,20.0,23.0,34.0,30.0,36.0,37.0,54.0,59.0,55.0
btuB,45.0,23.0,33.0,21.0,31.0,30.0,87.0,102.0,89.0,162.0,132.0,131.0,202.0,229.0,254.0
btuC,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0
btuD,2.0,2.0,1.0,11.0,10.0,5.0,42.0,55.0,58.0,75.0,82.0,107.0,116.0,118.0,104.0
btuE,0.0,4.0,2.0,8.0,4.0,6.0,36.0,27.0,34.0,28.0,48.0,45.0,82.0,67.0,66.0
btuF,0.0,1.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,8.0,4.0,5.0,7.0,11.0,10.0
btuR,15.0,11.0,17.0,16.0,14.0,14.0,73.0,69.0,85.0,149.0,148.0,137.0,171.0,194.0,203.0
cadA,1.0,0.0,0.0,2.0,5.0,0.0,18.0,30.0,17.0,44.0,29.0,36.0,60.0,73.0,65.0
cadB,2.0,0.0,0.0,8.0,10.0,8.0,75.0,82.0,88.0,179.0,153.0,146.0,229.0,228.0,207.0
cadC,1.0,0.0,2.0,10.0,14.0,10.0,100.0,86.0,74.0,158.0,175.0,136.0,247.0,238.0,217.0
caiA,1.0,0.0,0.0,6.0,3.0,5.0,15.0,16.0,12.0,16.0,27.0,26.0,42.0,33.0,38.0
caiB,2.0,0.0,2.0,13.0,10.0,17.0,74.0,81.0,99.0,140.0,172.0,169.0,230.0,225.0,221.0
caiC,6.0,6.0,1.0,37.0,25.0,26.0,170.0,138.0,164.0,270.0,321.0,247.0,361.0,382.0,370.0
caiD,1.0,0.0,1.0,6.0,5.0,5.0,19.0,16.0,27.0,39.0,36.0,44.0,46.0,68.0,67.0
caiE,1.0,3.0,1.0,18.0,6.0,17.0,71.0,73.0,85.0,157.0,149.0,165.0,181.0,207.0,170.0
caiF,11.0,18.0,10.0,34.0,33.0,22.0,146.0,163.0,169.0,292.0,274.0,281.0,399.0,377.0,390.0
caiT,2.0,4.0,1.0,23.0,17.0,18.0,120.0,136.0,104.0,206.0,224.0,227.0,318.0,292.0,282.0
camR,9.0,3.0,9.0,0.0,1.0,0.0,3.0,4.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0
can,2.0,12.0,8.0,5.0,3.0,5.0,10.0,14.0,9.0,12.0,19.0,18.0,12.0,17.0,14.0
carA,20.0,13.0,13.0,22.0,21.0,17.0,10.0,14.0,6.0,11.0,9.0,19.0,24.0,17.0,25.0
carB,26.0,19.0,21.0,29.0,31.0,25.0,20.0,16.0,22.0,26.0,26.0,30.0,28.0,32.0,42.0
cbl,3.0,6.0,5.0,48.0,43.0,37.0,161.0,146.0,166.0,196.0,226.0,208.0,276.0,284.0,278.0
cbpA,3.0,0.0,2.0,4.0,4.0,4.0,24.0,26.0,25.0,41.0,42.0,50.0,60.0,82.0,71.0
cbpM,1.0,3.0,1.0,5.0,2.0,0.0,16.0,16.0,24.0,25.0,23.0,30.0,56.0,47.0,36.0
cbrA,0.0,0.0,1.0,2.0,5.0,5.0,41.0,37.0,35.0,65.0,52.0,54.0,84.0,72.0,93.0
cbrC,3.0,5.0,11.0,34.0,28.0,22.0,97.0,95.0,119.0,185.0,172.0,197.0,262.0,279.0,259.0
cca,9.0,2.0,3.0,6.0,8.0,11.0,39.0,21.0,29.0,46.0,67.0,49.0,80.0,88.0,91.0
cchB,2.0,1.0,0.0,3.0,4.0,4.0,28.0,18.0,19.0,30.0,34.0,38.0,55.0,46.0,55.0
ccmA,0.0,0.0,2.0,3.0,6.0,2.0,34.0,24.0,24.0,40.0,58.0,36.0,63.0,66.0,68.0
ccmE,0.0,0.0,0.0,5.0,4.0,8.0,35.0,38.0,41.0,62.0,61.0,76.0,117.0,85.0,86.0
ccmG,5.0,2.0,2.0,13.0,6.0,9.0,46.0,47.0,57.0,77.0,84.0,86.0,127.0,125.0,117.0
ccmH,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,16.0,24.0,19.0,10.0,22.0,20.0,30.0
cdaR,0.0,2.0,3.0,7.0,7.0,4.0,31.0,32.0,34.0,64.0,62.0,66.0,73.0,97.0,106.0
cdd,79.0,69.0,88.0,10.0,10.0,10.0,31.0,31.0,34.0,71.0,57.0,63.0,95.0,94.0,74.0
cdh,16.0,13.0,13.0,43.0,64.0,64.0,296.0,290.0,298.0,524.0,508.0,467.0,642.0,641.0,614.0
cdsA,9.0,12.0,15.0,43.0,48.0,55.0,71.0,74.0,75.0,40.0,51.0,50.0,62.0,50.0,55.0
cedA,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,11.0,12.0,13.0,9.0,9.0,14.0
cfa,9.0,13.0,12.0,50.0,63.0,51.0,130.0,111.0,136.0,162.0,149.0,163.0,178.0,191.0,201.0
chaA,2.0,5.0,2.0,12.0,16.0,5.0,62.0,66.0,65.0,86.0,93.0,79.0,96.0,107.0,102.0
chaB,0.0,0.0,0.0,9.0,0.0,4.0,14.0,9.0,7.0,26.0,12.0,18.0,23.0,28.0,32.0
chaC,2.0,0.0,2.0,17.0,17.0,19.0,63.0,53.0,63.0,91.0,94.0,79.0,134.0,128.0,115.0
chbA,1.0,0.0,1.0,0.0,0.0,5.0,10.0,13.0,10.0,28.0,28.0,22.0,44.0,25.0,39.0
chbB,0.0,0.0,0.0,4.0,2.0,2.0,14.0,14.0,11.0,28.0,24.0,23.0,36.0,37.0,45.0
chbC,8.0,16.0,11.0,34.0,41.0,28.0,203.0,172.0,167.0,288.0,300.0,291.0,401.0,433.0,406.0
chbF,3.0,5.0,2.0,13.0,18.0,9.0,65.0,57.0,60.0,131.0,137.0,125.0,172.0,164.0,178.0
chbG,2.0,1.0,4.0,3.0,2.0,5.0,8.0,10.0,15.0,8.0,16.0,26.0,23.0,26.0,29.0
chbR,10.0,0.0,0.0,14.0,20.0,23.0,83.0,82.0,102.0,149.0,152.0,147.0,168.0,215.0,204.0
cheA,304.0,316.0,338.0,661.0,627.0,659.0,409.0,430.0,451.0,281.0,269.0,257.0,213.0,220.0,233.0
cheB,68.0,59.0,55.0,71.0,63.0,63.0,89.0,70.0,67.0,107.0,85.0,106.0,106.0,130.0,134.0
cheR,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
cheW,157.0,159.0,153.0,134.0,131.0,115.0,104.0,98.0,123.0,74.0,75.0,88.0,72.0,98.0,97.0
cheY,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
cheZ,81.0,75.0,75.0,66.0,70.0,50.0,65.0,58.0,62.0,72.0,64.0,51.0,75.0,87.0,89.0
chiA,4.0,7.0,2.0,27.0,23.0,20.0,82.0,94.0,88.0,112.0,112.0,103.0,153.0,145.0,156.0
cho,4.0,6.0,4.0,11.0,9.0,11.0,50.0,46.0,61.0,78.0,108.0,92.0,127.0,131.0,143.0
chpA,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,4.0,3.0,7.0,4.0
chpR,8.0,14.0,18.0,33.0,19.0,53.0,72.0,52.0,56.0,93.0,67.0,71.0,90.0,90.0,106.0
cirA,43.0,44.0,55.0,35.0,38.0,33.0,218.0,200.0,223.0,299.0,292.0,300.0,329.0,347.0,362.0
citA,4.0,8.0,0.0,19.0,16.0,17.0,67.0,47.0,65.0,114.0,135.0,128.0,165.0,164.0,194.0
citB,2.0,4.0,1.0,9.0,10.0,6.0,34.0,48.0,42.0,91.0,66.0,82.0,127.0,82.0,78.0
citC,3.0,1.0,3.0,10.0,11.0,11.0,89.0,98.0,117.0,173.0,177.0,179.0,253.0,270.0,239.0
citE,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0
citF,0.0,0.0,0.0,0.0,2.0,2.0,12.0,5.0,9.0,13.0,16.0,19.0,23.0,21.0,26.0
citT,0.0,1.0,0.0,5.0,2.0,6.0,42.0,49.0,45.0,92.0,90.0,77.0,143.0,115.0,124.0
citX,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,9.0,11.0,8.0,7.0,9.0,11.0
clcA,7.0,7.0,8.0,19.0,27.0,27.0,71.0,58.0,81.0,108.0,104.0,119.0,129.0,162.0,151.0
clcB,2.0,2.0,2.0,6.0,1.0,8.0,17.0,31.0,30.0,43.0,63.0,58.0,77.0,60.0,70.0
cld,126.0,129.0,134.0,172.0,188.0,213.0,294.0,296.0,295.0,297.0,302.0,306.0,337.0,311.0,373.0
clpA,72.0,54.0,54.0,66.0,62.0,59.0,143.0,136.0,118.0,157.0,149.0,166.0,206.0,229.0,203.0
clpB,44.0,58.0,47.0,63.0,70.0,49.0,180.0,194.0,193.0,166.0,157.0,168.0,180.0,215.0,197.0
clpP,1.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,3.0,3.0,3.0,0.0,9.0,3.0,1.0
clpS,0.0,0.0,0.0,6.0,4.0,0.0,4.0,15.0,8.0,8.0,20.0,14.0,31.0,23.0,24.0
clpX,123.0,104.0,105.0,301.0,315.0,264.0,463.0,418.0,440.0,368.0,370.0,370.0,368.0,398.0,394.0
cls,21.0,17.0,7.0,18.0,25.0,23.0,77.0,78.0,52.0,114.0,96.0,99.0,136.0,95.0,110.0
cmk,66.0,80.0,54.0,301.0,277.0,308.0,288.0,260.0,248.0,203.0,175.0,221.0,163.0,173.0,146.0
cmr,0.0,0.0,3.0,2.0,3.0,5.0,11.0,10.0,10.0,21.0,19.0,21.0,28.0,35.0,39.0
cmtA,9.0,6.0,0.0,8.0,7.0,5.0,39.0,48.0,60.0,101.0,99.0,78.0,110.0,128.0,126.0
cmtB,1.0,0.0,2.0,5.0,1.0,3.0,29.0,31.0,22.0,62.0,42.0,42.0,64.0,64.0,70.0
coaA,21.0,17.0,14.0,17.0,9.0,14.0,92.0,69.0,101.0,139.0,131.0,139.0,200.0,212.0,185.0
coaD,1.0,8.0,4.0,13.0,8.0,7.0,55.0,43.0,31.0,52.0,83.0,63.0,66.0,85.0,89.0
coaE,9.0,9.0,7.0,19.0,13.0,18.0,81.0,93.0,89.0,141.0,120.0,118.0,207.0,212.0,214.0
cobB,6.0,5.0,10.0,5.0,5.0,5.0,28.0,31.0,36.0,59.0,37.0,67.0,78.0,74.0,79.0
cobC,1.0,0.0,2.0,11.0,5.0,11.0,55.0,61.0,38.0,87.0,102.0,90.0,129.0,128.0,116.0
cobS,5.0,1.0,1.0,5.0,9.0,5.0,10.0,12.0,16.0,28.0,17.0,20.0,29.0,24.0,33.0
cobT,3.0,0.0,1.0,8.0,11.0,3.0,8.0,14.0,20.0,23.0,28.0,19.0,34.0,29.0,32.0
cobU,5.0,0.0,5.0,37.0,54.0,43.0,130.0,133.0,131.0,195.0,186.0,173.0,250.0,209.0,206.0
codA,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,4.0
codB,20.0,8.0,9.0,53.0,52.0,45.0,62.0,55.0,76.0,40.0,56.0,61.0,54.0,59.0,44.0
cof,7.0,1.0,5.0,7.0,17.0,12.0,61.0,50.0,67.0,101.0,92.0,94.0,126.0,141.0,110.0
copA,4.0,3.0,2.0,19.0,17.0,22.0,72.0,60.0,56.0,109.0,135.0,118.0,154.0,160.0,147.0
corA,12.0,16.0,12.0,75.0,66.0,65.0,102.0,100.0,111.0,101.0,123.0,116.0,183.0,149.0,182.0
cpdB,10.0,3.0,16.0,4.0,6.0,2.0,21.0,26.0,31.0,45.0,58.0,40.0,88.0,89.0,71.0
cpsB,2.0,0.0,2.0,1.0,1.0,0.0,5.0,7.0,2.0,14.0,11.0,7.0,12.0,9.0,11.0
cpsG,1.0,1.0,0.0,6.0,9.0,11.0,47.0,50.0,46.0,111.0,88.0,105.0,111.0,134.0,148.0
cpxA,19.0,22.0,24.0,49.0,39.0,50.0,169.0,151.0,131.0,188.0,219.0,200.0,280.0,301.0,322.0
cpxP,15.0,3.0,8.0,8.0,4.0,7.0,50.0,67.0,58.0,89.0,87.0,83.0,125.0,112.0,120.0
cpxR,22.0,29.0,25.0,45.0,30.0,45.0,91.0,122.0,102.0,169.0,176.0,140.0,187.0,191.0,156.0
crcA,1.0,1.0,0.0,0.0,0.0,3.0,6.0,11.0,6.0,13.0,19.0,10.0,19.0,22.0,21.0
crcB,2.0,0.0,0.0,4.0,1.0,6.0,26.0,14.0,15.0,26.0,28.0,25.0,54.0,32.0,40.0
creA,1.0,0.0,1.0,1.0,1.0,1.0,6.0,7.0,5.0,8.0,7.0,7.0,10.0,7.0,8.0
creC,14.0,8.0,16.0,28.0,42.0,32.0,140.0,152.0,123.0,231.0,228.0,236.0,316.0,304.0,346.0
creD,2.0,7.0,2.0,23.0,16.0,15.0,76.0,86.0,81.0,144.0,134.0,117.0,178.0,194.0,175.0
crl,7.0,14.0,17.0,12.0,17.0,20.0,38.0,36.0,47.0,49.0,39.0,40.0,41.0,57.0,42.0
crp,39.0,27.0,46.0,6.0,8.0,16.0,48.0,56.0,41.0,68.0,74.0,68.0,120.0,119.0,104.0
crr,162.0,156.0,154.0,104.0,105.0,103.0,183.0,188.0,199.0,152.0,152.0,150.0,179.0,174.0,185.0
csdA,0.0,0.0,1.0,1.0,1.0,3.0,8.0,9.0,9.0,8.0,16.0,8.0,18.0,20.0,20.0
csgA,0.0,0.0,0.0,1.0,2.0,5.0,9.0,19.0,18.0,31.0,27.0,20.0,34.0,41.0,40.0
csgB,0.0,2.0,0.0,7.0,6.0,12.0,23.0,14.0,23.0,41.0,48.0,47.0,62.0,54.0,66.0
csgC,8.0,12.0,18.0,4.0,8.0,1.0,40.0,40.0,49.0,89.0,82.0,77.0,100.0,114.0,99.0
csgD,4.0,0.0,3.0,15.0,16.0,14.0,93.0,79.0,108.0,183.0,181.0,173.0,236.0,235.0,234.0
csgE,0.0,1.0,1.0,3.0,4.0,9.0,32.0,16.0,35.0,57.0,49.0,42.0,74.0,82.0,75.0
csgF,1.0,1.0,1.0,10.0,3.0,4.0,49.0,45.0,46.0,96.0,84.0,78.0,129.0,129.0,149.0
csgG,0.0,2.0,1.0,8.0,7.0,4.0,19.0,26.0,17.0,23.0,17.0,27.0,32.0,32.0,38.0
csiE,12.0,19.0,6.0,26.0,22.0,27.0,128.0,125.0,158.0,286.0,270.0,282.0,372.0,349.0,369.0
csiR,10.0,6.0,5.0,12.0,18.0,17.0,59.0,66.0,61.0,126.0,99.0,103.0,183.0,162.0,186.0
cspA,130.0,114.0,145.0,204.0,193.0,154.0,246.0,236.0,260.0,166.0,201.0,210.0,149.0,159.0,154.0
cspB,0.0,0.0,0.0,1.0,2.0,1.0,5.0,11.0,10.0,8.0,11.0,6.0,14.0,4.0,9.0
cspC,5.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0
cspD,9.0,18.0,25.0,2.0,1.0,0.0,19.0,8.0,11.0,14.0,13.0,19.0,28.0,27.0,24.0
cspE,117.0,125.0,90.0,11.0,5.0,8.0,36.0,46.0,44.0,71.0,54.0,55.0,80.0,99.0,105.0
cspG,0.0,4.0,2.0,25.0,31.0,33.0,84.0,65.0,86.0,101.0,111.0,112.0,151.0,171.0,184.0
cspH,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0
cspI,0.0,0.0,0.0,1.0,3.0,4.0,11.0,14.0,16.0,16.0,18.0,21.0,36.0,38.0,43.0
csrA,8.0,2.0,9.0,3.0,5.0,3.0,10.0,8.0,10.0,19.0,8.0,18.0,11.0,6.0,13.0
csrb,2720.0,2767.0,2755.0,1287.0,1207.0,1247.0,8427.0,8514.0,8814.0,14861.0,15234.0,14912.0,22698.0,22886.0,22880.0
cstA,127.0,123.0,129.0,21.0,27.0,21.0,93.0,86.0,83.0,155.0,133.0,151.0,175.0,238.0,219.0
cueO,14.0,3.0,10.0,25.0,20.0,28.0,64.0,65.0,76.0,110.0,122.0,147.0,154.0,157.0,172.0
cusA,0.0,2.0,2.0,10.0,6.0,3.0,42.0,48.0,39.0,70.0,72.0,64.0,88.0,92.0,88.0
cusB,1.0,1.0,0.0,3.0,6.0,3.0,24.0,18.0,23.0,43.0,31.0,52.0,46.0,43.0,54.0
cusC,2.0,4.0,1.0,9.0,8.0,5.0,53.0,54.0,41.0,101.0,87.0,100.0,141.0,129.0,125.0
cusF,0.0,1.0,4.0,10.0,11.0,12.0,79.0,65.0,65.0,125.0,134.0,111.0,191.0,186.0,188.0
cusR,12.0,7.0,7.0,18.0,17.0,24.0,82.0,73.0,76.0,112.0,137.0,139.0,200.0,193.0,182.0
cusS,5.0,0.0,1.0,4.0,2.0,6.0,27.0,25.0,24.0,41.0,45.0,42.0,75.0,52.0,71.0
cutA,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,6.0,8.0,6.0
cutC,2.0,2.0,0.0,2.0,13.0,11.0,32.0,32.0,31.0,50.0,47.0,44.0,59.0,64.0,57.0
cvpA,15.0,21.0,12.0,34.0,31.0,38.0,43.0,37.0,35.0,33.0,32.0,38.0,37.0,40.0,35.0
cvrA,26.0,26.0,21.0,28.0,41.0,36.0,69.0,60.0,71.0,132.0,132.0,116.0,143.0,152.0,133.0
cyaA,7.0,11.0,12.0,13.0,12.0,10.0,46.0,37.0,47.0,64.0,77.0,73.0,102.0,99.0,85.0
cyaY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
cybB,5.0,2.0,4.0,7.0,7.0,4.0,37.0,34.0,35.0,66.0,56.0,64.0,70.0,72.0,72.0
cybC,0.0,0.0,0.0,1.0,0.0,2.0,9.0,10.0,8.0,18.0,24.0,7.0,21.0,16.0,24.0
cycA,45.0,30.0,47.0,32.0,45.0,37.0,84.0,78.0,87.0,93.0,82.0,112.0,100.0,114.0,113.0
cydA,2.0,4.0,1.0,0.0,2.0,5.0,5.0,6.0,5.0,12.0,4.0,3.0,12.0,7.0,9.0
cydB,6.0,5.0,3.0,5.0,6.0,3.0,4.0,16.0,12.0,4.0,14.0,8.0,18.0,11.0,9.0
cydC,7.0,5.0,16.0,19.0,15.0,12.0,51.0,59.0,49.0,151.0,137.0,137.0,173.0,172.0,163.0
cydD,18.0,8.0,7.0,20.0,36.0,28.0,169.0,186.0,177.0,362.0,328.0,343.0,429.0,406.0,375.0
cynR,0.0,0.0,1.0,5.0,2.0,1.0,37.0,27.0,20.0,50.0,54.0,46.0,62.0,64.0,69.0
cynS,4.0,9.0,2.0,9.0,6.0,8.0,45.0,59.0,47.0,90.0,108.0,97.0,133.0,130.0,146.0
cynT,4.0,2.0,0.0,2.0,2.0,4.0,9.0,6.0,7.0,22.0,30.0,14.0,23.0,34.0,23.0
cynX,6.0,0.0,6.0,16.0,24.0,21.0,99.0,101.0,116.0,219.0,276.0,228.0,268.0,243.0,258.0
cyoA,287.0,297.0,301.0,147.0,142.0,137.0,216.0,233.0,236.0,224.0,204.0,217.0,205.0,199.0,206.0
cyoB,87.0,68.0,60.0,30.0,22.0,20.0,55.0,66.0,58.0,66.0,75.0,62.0,86.0,107.0,93.0
cyoC,35.0,32.0,33.0,9.0,8.0,8.0,49.0,41.0,50.0,58.0,76.0,67.0,94.0,110.0,86.0
cyoD,8.0,14.0,9.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,5.0,3.0,3.0,5.0,5.0
cyoE,14.0,14.0,7.0,1.0,0.0,0.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0
cysA,5.0,0.0,2.0,2.0,9.0,6.0,8.0,13.0,9.0,3.0,2.0,9.0,9.0,4.0,4.0
cysB,19.0,18.0,28.0,88.0,71.0,77.0,210.0,182.0,198.0,238.0,271.0,250.0,324.0,293.0,311.0
cysC,1.0,4.0,5.0,15.0,18.0,16.0,17.0,17.0,13.0,22.0,25.0,23.0,25.0,29.0,25.0
cysD,38.0,35.0,37.0,152.0,159.0,145.0,225.0,225.0,195.0,198.0,227.0,189.0,201.0,203.0,203.0
cysE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0
cysG,0.0,3.0,7.0,20.0,27.0,19.0,26.0,42.0,41.0,48.0,63.0,39.0,64.0,60.0,62.0
cysH,34.0,23.0,27.0,18.0,25.0,25.0,74.0,77.0,72.0,127.0,127.0,117.0,158.0,178.0,159.0
cysI,16.0,7.0,10.0,10.0,10.0,10.0,42.0,35.0,44.0,53.0,68.0,76.0,74.0,86.0,84.0
cysJ,3.0,4.0,8.0,5.0,5.0,3.0,20.0,19.0,16.0,31.0,32.0,23.0,42.0,40.0,40.0
cysK,387.0,434.0,428.0,508.0,521.0,535.0,704.0,732.0,691.0,419.0,383.0,440.0,341.0,353.0,319.0
cysM,0.0,3.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,6.0,6.0
cysN,9.0,7.0,4.0,26.0,30.0,31.0,59.0,60.0,57.0,81.0,71.0,70.0,116.0,82.0,110.0
cysQ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0
cysS,8.0,2.0,1.0,7.0,10.0,14.0,16.0,24.0,19.0,32.0,31.0,18.0,26.0,36.0,31.0
cysU,8.0,14.0,3.0,49.0,39.0,29.0,50.0,67.0,61.0,51.0,34.0,45.0,46.0,45.0,43.0
cysW,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
cysZ,2.0,4.0,0.0,1.0,7.0,3.0,21.0,13.0,28.0,41.0,42.0,51.0,45.0,46.0,43.0
cytR,17.0,17.0,19.0,4.0,17.0,13.0,71.0,73.0,63.0,100.0,141.0,101.0,163.0,187.0,152.0
dacA,20.0,29.0,26.0,11.0,11.0,17.0,120.0,98.0,112.0,161.0,180.0,201.0,263.0,291.0,265.0
dacB,15.0,9.0,10.0,32.0,26.0,26.0,117.0,112.0,129.0,187.0,214.0,208.0,274.0,302.0,262.0
dacC,13.0,25.0,23.0,43.0,26.0,49.0,141.0,134.0,163.0,230.0,219.0,213.0,283.0,261.0,275.0
dacD,11.0,1.0,3.0,35.0,34.0,19.0,166.0,148.0,152.0,216.0,221.0,215.0,280.0,286.0,261.0
dadX,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
dam,9.0,15.0,9.0,9.0,10.0,8.0,56.0,63.0,55.0,93.0,90.0,80.0,101.0,117.0,116.0
damX,20.0,12.0,9.0,7.0,19.0,16.0,22.0,17.0,22.0,15.0,23.0,17.0,24.0,21.0,19.0
dapA,94.0,116.0,102.0,157.0,132.0,166.0,282.0,240.0,238.0,289.0,244.0,208.0,262.0,287.0,276.0
dapB,10.0,11.0,11.0,5.0,5.0,7.0,37.0,54.0,39.0,77.0,74.0,60.0,82.0,84.0,96.0
dapD,9.0,14.0,14.0,7.0,8.0,5.0,37.0,34.0,30.0,62.0,58.0,59.0,71.0,58.0,81.0
dapE,4.0,4.0,7.0,6.0,10.0,9.0,44.0,40.0,39.0,66.0,66.0,61.0,109.0,112.0,127.0
dbpA,1.0,0.0,2.0,8.0,11.0,6.0,26.0,41.0,27.0,40.0,53.0,42.0,76.0,63.0,62.0
dcd,4.0,1.0,1.0,7.0,2.0,1.0,7.0,9.0,14.0,11.0,13.0,15.0,21.0,18.0,19.0
dcm,0.0,0.0,0.0,6.0,3.0,3.0,20.0,9.0,9.0,21.0,27.0,25.0,33.0,33.0,35.0
dcp,7.0,15.0,11.0,6.0,7.0,5.0,38.0,27.0,34.0,80.0,68.0,71.0,79.0,76.0,77.0
dcrB,8.0,7.0,14.0,16.0,16.0,14.0,43.0,42.0,31.0,52.0,44.0,42.0,62.0,58.0,69.0
