,EXP_A,EXP_B,EXP_C
gldA,3.0,3.0,2.0
glf,38.0,33.0,39.0
glgA,63.0,52.0,47.0
glgB,34.0,48.0,36.0
glgC,53.0,43.0,54.0
glgP,13.0,28.0,19.0
glgS,1.0,1.0,1.0
glgX,9.0,16.0,9.0
glk,5.0,14.0,6.0
glmM,34.0,29.0,33.0
glmS,71.0,43.0,49.0
glmU,7.0,10.0,3.0
glnA,3.0,13.0,21.0
glnB,4.0,0.0,1.0
glnD,4.0,4.0,5.0
glnE,7.0,16.0,11.0
glnG,0.0,3.0,1.0
glnH,234.0,199.0,253.0
glnK,0.0,3.0,4.0
glnL,9.0,19.0,11.0
glnP,3.0,5.0,3.0
glnQ,0.0,0.0,0.0
glnS,77.0,74.0,92.0
gloA,1.0,1.0,1.0
gloB,5.0,7.0,9.0
glpA,103.0,135.0,126.0
glpB,5.0,5.0,4.0
glpC,13.0,15.0,13.0
glpD,1324.0,1228.0,1306.0
glpE,1.0,0.0,0.0
glpF,308.0,300.0,354.0
glpG,0.0,0.0,0.0
glpK,714.0,736.0,778.0
glpQ,939.0,918.0,987.0
glpR,13.0,17.0,18.0
glpT,440.0,445.0,442.0
glpX,8.0,1.0,2.0
gltA,712.0,593.0,628.0
gltB,19.0,32.0,26.0
gltD,1.0,0.0,1.0
gltF,1.0,4.0,3.0
gltI,24.0,26.0,24.0
gltJ,2.0,1.0,3.0
gltK,6.0,5.0,4.0
gltL,1.0,1.0,0.0
gltP,0.0,2.0,3.0
gltS,0.0,0.0,0.0
gltX,16.0,3.0,5.0
glvC,1.0,0.0,0.0
glvG,0.0,2.0,0.0
glxK,1.0,2.0,2.0
glxR,0.0,3.0,5.0
glyA,3.0,9.0,10.0
glyQ,0.0,1.0,0.0
glyS,1.0,3.0,1.0
gmd,2.0,1.0,2.0
gmhB,5.0,7.0,8.0
gmk,12.0,24.0,12.0
gmr,11.0,8.0,5.0
gnd,160.0,178.0,186.0
gnsA,0.0,1.0,0.0
gnsB,3.0,5.0,2.0
gntK,1.0,5.0,2.0
gntP,3.0,1.0,7.0
gntR,5.0,6.0,3.0
gntT,0.0,1.0,0.0
gntU,4.0,2.0,3.0
gntX,1.0,0.0,1.0
gntY,1.0,0.0,1.0
gor,7.0,21.0,9.0
gph,9.0,11.0,13.0
gpmA,22.0,30.0,21.0
gpmI,0.0,2.0,1.0
gpp,4.0,2.0,1.0
gpsA,19.0,13.0,16.0
greA,12.0,6.0,4.0
greB,0.0,0.0,0.0
groL,383.0,404.0,346.0
groS,187.0,216.0,181.0
grpE,2.0,2.0,2.0
grxA,3.0,0.0,1.0
grxB,27.0,33.0,45.0
grxC,0.0,0.0,0.0
grxD,1.0,1.0,4.0
gshA,42.0,50.0,49.0
gshB,5.0,2.0,3.0
gsk,11.0,8.0,11.0
gspA,4.0,3.0,0.0
gspC,0.0,0.0,0.0
gspD,2.0,0.0,0.0
gspE,1.0,1.0,0.0
gspF,1.0,1.0,1.0
gspG,0.0,0.0,0.0
gspH,0.0,5.0,0.0
gspI,0.0,0.0,0.0
gspJ,2.0,0.0,0.0
gspK,2.0,4.0,1.0
gspL,1.0,1.0,2.0
gspM,0.0,0.0,0.0
gspO,1.0,0.0,1.0
gss,3.0,12.0,4.0
gst,5.0,6.0,6.0
guaA,33.0,21.0,13.0
guaB,38.0,26.0,33.0
guaC,47.0,52.0,53.0
guaD,3.0,0.0,0.0
gudD,2.0,0.0,0.0
gudP,1.0,0.0,0.0
gudX,3.0,6.0,1.0
gutM,0.0,3.0,1.0
gutQ,0.0,0.0,0.0
gyrA,25.0,39.0,26.0
gyrB,47.0,36.0,32.0
hcaC,0.0,0.0,0.0
hcaD,0.0,0.0,0.0
hcaE,0.0,0.0,0.0
hcaF,2.0,3.0,2.0
hcaR,34.0,34.0,44.0
hcaT,4.0,2.0,0.0
hchA,6.0,3.0,2.0
hcp,0.0,0.0,1.0
hcr,0.0,0.0,0.0
hda,0.0,0.0,0.0
hdeA,1.0,3.0,0.0
hdeB,0.0,2.0,1.0
hdeD,4.0,1.0,0.0
hdfR,2.0,0.0,5.0
hdhA,19.0,16.0,22.0
helD,19.0,8.0,15.0
hemA,0.0,0.0,0.0
hemB,1.0,1.0,2.0
hemC,0.0,3.0,6.0
hemF,1.0,1.0,0.0
hemG,8.0,7.0,10.0
hemH,7.0,11.0,12.0
hemL,2.0,9.0,6.0
hemX,46.0,35.0,53.0
hemY,3.0,2.0,2.0
hepA,2.0,2.0,2.0
hflC,34.0,30.0,32.0
hflD,0.0,0.0,0.0
hflK,0.0,2.0,0.0
hflX,73.0,76.0,89.0
hfq,111.0,94.0,132.0
hha,1.0,0.0,2.0
hinT,9.0,8.0,14.0
hipA,2.0,4.0,9.0
hipB,0.0,0.0,1.0
hisB,1.0,4.0,6.0
hisC,1.0,6.0,4.0
hisD,0.0,0.0,1.0
hisF,0.0,1.0,0.0
hisG,5.0,11.0,5.0
hisI,0.0,7.0,0.0
hisJ,71.0,80.0,106.0
hisL,14.0,14.0,18.0
hisM,19.0,6.0,7.0
hisP,0.0,1.0,0.0
hisQ,2.0,6.0,3.0
hisS,12.0,14.0,16.0
hlpA,1.0,0.0,1.0
hlyE,2.0,2.0,1.0
hmp,2.0,6.0,0.0
hns,253.0,206.0,207.0
hofB,0.0,1.0,0.0
hofC,1.0,0.0,0.0
hofQ,0.0,0.0,0.0
hokB,0.0,1.0,0.0
hokC,8.0,12.0,17.0
hokD,5.0,6.0,2.0
hokE,0.0,4.0,0.0
holA,0.0,1.0,0.0
holB,4.0,1.0,3.0
holC,3.0,0.0,0.0
holD,0.0,0.0,0.0
holE,0.0,2.0,0.0
hpf,9.0,12.0,11.0
hpt,1.0,2.0,1.0
hrpA,6.0,11.0,7.0
hrpB,6.0,1.0,2.0
hscA,12.0,22.0,19.0
hscB,4.0,6.0,6.0
hscC,2.0,2.0,2.0
hsdM,7.0,5.0,9.0
hsdR,22.0,25.0,32.0
hsdS,10.0,28.0,24.0
hslJ,4.0,4.0,3.0
hslO,22.0,70.0,31.0
hslR,4.0,1.0,0.0
hslU,8.0,8.0,3.0
hslV,25.0,27.0,32.0
hspQ,2.0,0.0,2.0
hsrA,0.0,0.0,6.0
htgA,0.0,0.0,2.0
htpG,32.0,33.0,38.0
htpX,0.0,0.0,0.0
htrC,1.0,7.0,1.0
htrE,0.0,2.0,0.0
htrG,10.0,18.0,16.0
htrL,18.0,11.0,13.0
hupA,7.0,13.0,8.0
hupB,1485.0,1507.0,1505.0
hyaA,4.0,4.0,0.0
hyaC,0.0,3.0,4.0
hyaF,0.0,1.0,3.0
hybB,3.0,3.0,10.0
hybC,6.0,6.0,5.0
hybD,0.0,1.0,0.0
hybE,0.0,1.0,0.0
hybF,3.0,0.0,1.0
hybG,1.0,0.0,0.0
hybO,9.0,4.0,7.0
hycA,3.0,0.0,1.0
hycB,0.0,0.0,0.0
hycC,1.0,5.0,0.0
hycD,0.0,0.0,0.0
hycE,0.0,2.0,2.0
hycG,1.0,1.0,1.0
hycH,1.0,0.0,4.0
hycI,7.0,7.0,8.0
hyfA,0.0,1.0,0.0
hyfB,0.0,0.0,1.0
hyfC,0.0,3.0,1.0
hyfD,1.0,0.0,0.0
hyfF,3.0,0.0,1.0
hyfG,0.0,0.0,0.0
hyfH,0.0,0.0,0.0
hyfJ,0.0,3.0,0.0
hyfR,2.0,1.0,2.0
hyi,5.0,3.0,5.0
hypB,0.0,0.0,1.0
hypC,0.0,0.0,0.0
hypD,0.0,0.0,0.0
hypE,0.0,0.0,0.0
hypF,0.0,0.0,1.0
hyuA,2.0,1.0,0.0
iaaA,1.0,0.0,0.0
iap,1.0,2.0,11.0
ibpA,10.0,11.0,8.0
ibpB,0.0,0.0,0.0
icd,653.0,636.0,625.0
icdC,136.0,133.0,131.0
idi,3.0,5.0,8.0
idnD,1.0,1.0,4.0
idnK,5.0,3.0,10.0
idnO,2.0,4.0,6.0
idnR,3.0,1.0,2.0
idnT,8.0,4.0,4.0
ihfA,77.0,79.0,113.0
ihfB,12.0,9.0,22.0
ileS,6.0,9.0,10.0
ilvA,5.0,3.0,1.0
ilvB,164.0,163.0,221.0
ilvC,123.0,102.0,122.0
ilvD,13.0,8.0,17.0
ilvE,0.0,0.0,0.0
ilvG,3.0,7.0,1.0
ilvH,3.0,3.0,2.0
ilvI,14.0,7.0,10.0
ilvM,4.0,0.0,2.0
ilvN,72.0,72.0,67.0
imp,142.0,125.0,113.0
inaA,4.0,7.0,4.0
infA,1.0,0.0,1.0
infB,124.0,144.0,155.0
infC,2.0,3.0,2.0
insA-7,1.0,1.0,0.0
insC-2,10.0,6.0,9.0
insD-2,2.0,1.0,1.0
insE-4,21.0,34.0,22.0
insF-4,7.0,6.0,4.0
insG,4.0,7.0,1.0
insH-1,242.0,261.0,319.0
insH-6,31.0,42.0,27.0
insI-1,19.0,27.0,16.0
insI-2,0.0,6.0,0.0
insJ,2.0,5.0,4.0
insK,2.0,2.0,2.0
insL-3,70.0,56.0,64.0
insM,6.0,14.0,11.0
insN-1,0.0,0.0,0.0
insN-2,3.0,7.0,4.0
insO-1,0.0,2.0,1.0
insO-2,2.0,2.0,7.0
intA,10.0,11.0,7.0
intB,7.0,8.0,1.0
intD,3.0,9.0,10.0
intE,0.0,0.0,0.0
intF,1.0,1.0,2.0
intG,1.0,0.0,0.0
intQ,2.0,1.0,2.0
intR,0.0,3.0,0.0
intS,0.0,0.0,2.0
intZ,0.0,1.0,1.0
iraP,9.0,8.0,10.0
iscA,10.0,6.0,22.0
iscR,14.0,15.0,8.0
iscS,0.0,2.0,2.0
iscU,157.0,150.0,151.0
ispA,0.0,0.0,2.0
ispB,25.0,18.0,30.0
ispD,3.0,7.0,9.0
ispE,5.0,12.0,9.0
ispF,5.0,11.0,7.0
ispG,9.0,8.0,15.0
ispH,11.0,5.0,10.0
ispU,44.0,54.0,54.0
ivbL,42.0,55.0,58.0
ivy,6.0,7.0,4.0
kanR,998.0,969.0,1009.0
katE,7.0,9.0,7.0
katG,110.0,105.0,95.0
kbaY,0.0,2.0,0.0
kbaZ,0.0,0.0,0.0
kbl,2.0,3.0,1.0
kch,0.0,0.0,1.0
kdgK,1.0,0.0,1.0
kdgR,18.0,9.0,12.0
kdgT,2.0,0.0,4.0
kdpA,1.0,2.0,0.0
kdpB,0.0,1.0,0.0
kdpC,1.0,1.0,0.0
kdpD,6.0,6.0,2.0
kdsA,19.0,9.0,20.0
kdsB,3.0,2.0,1.0
kdsC,0.0,2.0,2.0
kdsD,12.0,5.0,9.0
kdtA,4.0,2.0,4.0
kduD,1.0,1.0,1.0
kduI,1.0,0.0,4.0
kefA,15.0,10.0,6.0
kefB,9.0,6.0,4.0
kefC,0.0,2.0,0.0
kefF,0.0,0.0,2.0
kefG,6.0,2.0,2.0
kgtP,215.0,200.0,192.0
kil,2.0,0.0,1.0
kptA,2.0,5.0,9.0
ksgA,5.0,4.0,9.0
lafU,0.0,1.0,1.0
lamB,52.0,46.0,57.0
lar,0.0,1.0,0.0
ldcA,7.0,2.0,0.0
ldcC,0.0,1.0,6.0
ldhA,12.0,11.0,14.0
ldrB,0.0,0.0,1.0
ldrC,1.0,0.0,0.0
ldrD,0.0,2.0,0.0
lepA,40.0,43.0,85.0
lepB,4.0,5.0,14.0
leuA,98.0,85.0,99.0
leuB,10.0,14.0,7.0
leuC,126.0,134.0,161.0
leuD,5.0,10.0,10.0
leuL,1.0,0.0,4.0
leuO,5.0,3.0,6.0
leuS,13.0,21.0,15.0
lfhA,0.0,0.0,0.0
lgt,1.0,1.0,3.0
lhr,0.0,1.0,0.0
ligA,33.0,39.0,25.0
ligB,4.0,0.0,4.0
ligT,0.0,0.0,0.0
lipA,4.0,1.0,3.0
lipB,0.0,0.0,5.0
lit,10.0,7.0,4.0
livF,1.0,1.0,0.0
livG,14.0,22.0,17.0
livH,3.0,14.0,6.0
livJ,61.0,61.0,63.0
livK,17.0,29.0,12.0
livM,2.0,0.0,0.0
lldD,7.0,9.0,9.0
lldP,0.0,0.0,0.0
lldR,0.0,1.0,0.0
lnt,0.0,0.0,0.0
lolA,22.0,35.0,29.0
lolB,5.0,5.0,9.0
lolC,3.0,5.0,3.0
lolD,3.0,1.0,0.0
lolE,7.0,2.0,15.0
lomR,1.0,5.0,1.0
lon,61.0,60.0,60.0
lpcA,75.0,53.0,84.0
lpd,145.0,121.0,127.0
lplA,1.0,2.0,1.0
lpp,71.0,75.0,61.0
lpxA,22.0,16.0,24.0
lpxB,11.0,4.0,6.0
lpxC,44.0,44.0,47.0
lpxD,21.0,11.0,14.0
lpxK,6.0,4.0,9.0
lpxL,9.0,3.0,3.0
lpxM,5.0,4.0,5.0
lpxP,4.0,3.0,2.0
lrhA,53.0,60.0,43.0
lrp,65.0,38.0,58.0
lspA,2.0,14.0,11.0
lsrA,2.0,3.0,2.0
lsrB,12.0,7.0,6.0
lsrC,0.0,0.0,1.0
lsrD,11.0,3.0,6.0
lsrF,4.0,13.0,23.0
lsrG,4.0,5.0,1.0
lsrK,4.0,7.0,6.0
lsrR,0.0,0.0,0.0
ltaE,1.0,0.0,0.0
luxS,33.0,25.0,29.0
lysA,0.0,1.0,1.0
lysC,0.0,2.0,1.0
lysP,8.0,2.0,8.0
lysR,6.0,3.0,7.0
lysS,66.0,47.0,52.0
lysT--lysQoperon,970.0,924.0,893.0
lysU,14.0,6.0,8.0
lyxK,1.0,0.0,0.0
mCherry,53.0,60.0,60.0
maa,2.0,2.0,0.0
macA,3.0,3.0,3.0
macB,1.0,4.0,1.0
maeB,87.0,98.0,98.0
mak,6.0,4.0,2.0
malF,6.0,9.0,7.0
malG,2.0,0.0,3.0
malI,1.0,0.0,1.0
malK,8.0,19.0,12.0
malM,4.0,12.0,2.0
malP,4.0,4.0,6.0
malQ,9.0,8.0,12.0
malS,1.0,0.0,0.0
malT,57.0,78.0,81.0
malX,9.0,7.0,7.0
malY,12.0,14.0,12.0
malZ,12.0,9.0,5.0
manA,2.0,1.0,2.0
manX,8.0,5.0,2.0
manY,62.0,65.0,65.0
manZ,62.0,42.0,41.0
maoC,0.0,0.0,0.0
map,11.0,6.0,8.0
marA,0.0,3.0,1.0
marB,0.0,0.0,1.0
marC,1.0,1.0,1.0
marR,1.0,0.0,0.0
mazG,10.0,3.0,9.0
mcrA,4.0,9.0,13.0
mcrB,7.0,3.0,9.0
mcrC,0.0,5.0,2.0
mdaB,7.0,1.0,2.0
mdh,179.0,182.0,159.0
mdlA,1.0,5.0,0.0
mdlB,1.0,1.0,1.0
mdoB,3.0,8.0,1.0
mdoC,3.0,5.0,4.0
mdoD,24.0,13.0,14.0
mdoG,86.0,72.0,51.0
mdoH,8.0,11.0,11.0
mdtA,1.0,2.0,3.0
mdtB,6.0,2.0,6.0
mdtC,0.0,1.0,0.0
mdtD,0.0,0.0,0.0
mdtE,0.0,0.0,0.0
mdtF,3.0,0.0,3.0
mdtG,0.0,3.0,0.0
mdtI,2.0,1.0,1.0
mdtK,4.0,5.0,1.0
mdtL,0.0,0.0,0.0
mdtQ,2.0,1.0,2.0
melA,2.0,3.0,2.0
melB,6.0,11.0,6.0
melR,1.0,8.0,3.0
menA,0.0,0.0,4.0
menB,0.0,6.0,0.0
menC,6.0,6.0,10.0
menE,0.0,1.0,4.0
menF,1.0,0.0,1.0
mepA,0.0,0.0,0.0
metA,4.0,3.0,4.0
metC,4.0,4.0,6.0
metE,45.0,45.0,49.0
metF,7.0,4.0,6.0
metG,15.0,23.0,17.0
metH,38.0,30.0,14.0
metI,17.0,5.0,33.0
metJ,0.0,0.0,0.0
metK,20.0,13.0,7.0
metL,1.0,1.0,1.0
metQ,35.0,34.0,43.0
mfd,13.0,10.0,17.0
mglA,132.0,150.0,145.0
mglB,262.0,241.0,232.0
mglC,15.0,24.0,25.0
mgsA,0.0,0.0,0.0
mgtA,70.0,53.0,41.0
mhpA,2.0,1.0,0.0
mhpC,3.0,1.0,2.0
mhpD,0.0,1.0,0.0
mhpE,0.0,0.0,0.0
mhpF,6.0,2.0,3.0
mhpR,0.0,0.0,0.0
mhpT,0.0,0.0,0.0
miaA,42.0,24.0,37.0
miaB,18.0,13.0,9.0
minC,1.0,1.0,1.0
minD,95.0,123.0,128.0
minE,0.0,1.0,0.0
mioC,2.0,3.0,0.0
mipA,22.0,8.0,15.0
mlrA,1.0,0.0,2.0
mltA,1.0,6.0,1.0
mltC,16.0,10.0,7.0
mltD,52.0,61.0,75.0
mmuP,0.0,2.0,6.0
mngA,0.0,0.0,2.0
mngB,2.0,4.0,1.0
mngR,4.0,4.0,1.0
mnmA,8.0,11.0,3.0
mnmC,3.0,0.0,3.0
mnmE,2.0,0.0,1.0
mntH,3.0,9.0,7.0
mntR,1.0,0.0,1.0
moaA,4.0,10.0,6.0
moaB,3.0,0.0,0.0
moaC,0.0,1.0,0.0
moaE,0.0,0.0,0.0
mobA,0.0,1.0,1.0
mobB,1.0,8.0,10.0
modA,261.0,230.0,240.0
modB,18.0,48.0,38.0
modC,0.0,0.0,0.0
modE,9.0,2.0,2.0
modF,2.0,1.0,1.0
moeA,10.0,4.0,5.0
moeB,1.0,0.0,0.0
mokB,1.0,2.0,0.0
mokC,1.0,0.0,3.0
molR,10.0,10.0,9.0
motA,56.0,42.0,41.0
motB,51.0,59.0,53.0
mpaA,2.0,4.0,4.0
mpl,0.0,1.0,4.0
mppA,11.0,7.0,13.0
mprA,10.0,11.0,16.0
mqo,0.0,2.0,4.0
mqsR,0.0,0.0,0.0
mraW,0.0,0.0,0.0
mraY,6.0,7.0,1.0
mraZ,2.0,0.0,0.0
mrcA,4.0,6.0,11.0
mrcB,27.0,14.0,15.0
mrdA,6.0,6.0,14.0
mrdB,8.0,3.0,5.0
mreB,11.0,15.0,25.0
mreC,15.0,3.0,8.0
mreD,5.0,3.0,5.0
mrp,4.0,8.0,2.0
mrr,5.0,12.0,1.0
ms2_rev,49.0,41.0,43.0
msbA,31.0,48.0,43.0
mscL,3.0,2.0,4.0
mscS,11.0,4.0,10.0
msrA,2.0,0.0,1.0
msrB,43.0,78.0,92.0
msyB,2.0,2.0,0.0
mtgA,0.0,1.0,0.0
mtlA,40.0,38.0,44.0
mtlD,4.0,2.0,5.0
mtlR,0.0,0.0,2.0
mtn,0.0,2.0,0.0
mtr,51.0,44.0,39.0
mug,4.0,1.0,1.0
mukB,17.0,12.0,22.0
mukE,1.0,6.0,8.0
mukF,26.0,20.0,25.0
murA,3.0,1.0,1.0
murB,6.0,7.0,3.0
murC,6.0,0.0,2.0
murD,12.0,10.0,17.0
murE,2.0,0.0,1.0
murF,13.0,13.0,3.0
murG,0.0,3.0,3.0
murI,13.0,7.0,12.0
mutH,16.0,4.0,8.0
mutL,2.0,5.0,7.0
mutM,0.0,3.0,1.0
mutS,21.0,24.0,26.0
mutT,2.0,2.0,1.0
mutY,5.0,5.0,4.0
nac,11.0,4.0,8.0
nadA,49.0,32.0,39.0
nadB,0.0,2.0,1.0
nadC,16.0,12.0,10.0
nadD,1.0,2.0,0.0
nadE,7.0,19.0,9.0
nadK,11.0,8.0,5.0
nadR,16.0,7.0,14.0
nagA,21.0,16.0,13.0
nagB,7.0,6.0,11.0
nagC,10.0,13.0,16.0
nagD,1.0,3.0,1.0
nagE,109.0,89.0,96.0
nagK,7.0,4.0,10.0
nagZ,0.0,4.0,3.0
nanA,8.0,11.0,14.0
nanE,2.0,3.0,5.0
nanK,1.0,0.0,0.0
nanR,0.0,1.0,0.0
nanT,0.0,8.0,7.0
napA,2.0,2.0,0.0
napB,3.0,5.0,4.0
napC,0.0,0.0,1.0
napD,1.0,6.0,4.0
napG,1.0,0.0,3.0
napH,5.0,3.0,1.0
narG,0.0,0.0,0.0
narH,0.0,0.0,0.0
narI,0.0,0.0,0.0
narJ,1.0,0.0,0.0
narK,0.0,0.0,0.0
narL,12.0,3.0,2.0
narP,9.0,11.0,8.0
narQ,2.0,0.0,1.0
narU,0.0,2.0,3.0
narV,0.0,0.0,0.0
narW,3.0,0.0,1.0
narX,12.0,7.0,7.0
narY,0.0,0.0,0.0
narZ,2.0,0.0,1.0
ndh,6.0,9.0,2.0
ndk,287.0,261.0,283.0
nei,5.0,1.0,2.0
nemA,0.0,3.0,0.0
nepI,1.0,0.0,1.0
nfi,0.0,3.0,2.0
nfnB,0.0,4.0,3.0
nfo,0.0,0.0,2.0
nfrA,4.0,2.0,4.0
nfrB,4.0,3.0,0.0
nfsA,3.0,5.0,5.0
nhaA,9.0,6.0,1.0
nhaB,41.0,29.0,68.0
nhaR,19.0,16.0,17.0
nhoA,3.0,1.0,1.0
nikA,2.0,4.0,3.0
nikB,0.0,0.0,0.0
nikC,0.0,0.0,0.0
nikD,0.0,0.0,0.0
nikE,6.0,2.0,0.0
nikR,1.0,0.0,0.0
ninE,0.0,0.0,0.0
nirB,2.0,6.0,5.0
nirC,0.0,1.0,0.0
nirD,0.0,1.0,0.0
nlpA,6.0,9.0,12.0
nlpB,55.0,34.0,56.0
nlpC,3.0,0.0,0.0
nlpD,137.0,143.0,159.0
nlpE,5.0,2.0,3.0
nlpI,125.0,136.0,116.0
nmpC,430.0,367.0,405.0
norR,0.0,0.0,0.0
norV,1.0,3.0,4.0
npr,9.0,8.0,21.0
nrdA,15.0,24.0,7.0
nrdB,5.0,8.0,4.0
nrdD,3.0,0.0,1.0
nrdE,3.0,3.0,9.0
nrdF,3.0,2.0,0.0
nrdG,2.0,3.0,2.0
nrdH,0.0,0.0,0.0
nrdI,1.0,9.0,1.0
nrdR,9.0,20.0,19.0
nrfA,0.0,1.0,1.0
nrfB,3.0,1.0,2.0
nrfC,0.0,0.0,0.0
nrfD,7.0,8.0,1.0
nrfE,1.0,0.0,0.0
nrfF,0.0,0.0,0.0
nrfG,0.0,0.0,0.0
nsrR,5.0,18.0,6.0
nth,4.0,2.0,4.0
nudB,101.0,74.0,59.0
nudC,8.0,26.0,11.0
nudD,2.0,0.0,0.0
nudE,7.0,8.0,4.0
nudF,7.0,10.0,4.0
nudH,29.0,19.0,22.0
nudI,0.0,0.0,0.0
nudJ,4.0,2.0,4.0
nudK,1.0,0.0,2.0
nuoA,17.0,20.0,20.0
nuoB,55.0,51.0,56.0
nuoC,126.0,107.0,120.0
nuoE,0.0,1.0,0.0
nuoF,13.0,11.0,8.0
nuoG,0.0,0.0,0.0
nuoH,14.0,14.0,7.0
nuoI,2.0,2.0,1.0
nuoJ,2.0,9.0,4.0
nuoK,0.0,2.0,5.0
nuoL,2.0,5.0,1.0
nuoM,70.0,72.0,74.0
nuoN,1.0,2.0,3.0
nupC,139.0,144.0,136.0
nupG,181.0,149.0,162.0
nusA,44.0,52.0,43.0
nusG,171.0,153.0,189.0
obgE,29.0,10.0,7.0
ogrK,0.0,0.0,0.0
ogt,1.0,3.0,0.0
ompA,248.0,252.0,252.0
ompC,409.0,340.0,372.0
ompF,1387.0,1421.0,1488.0
ompG,2.0,0.0,1.0
ompL,2.0,3.0,2.0
ompN,2.0,1.0,1.0
ompR,0.0,0.0,0.0
ompT,356.0,287.0,280.0
ompW,23.0,23.0,11.0
ompX,1.0,0.0,0.0
oppA,77.0,75.0,90.0
oppB,38.0,30.0,29.0
oppC,12.0,9.0,7.0
oppD,59.0,33.0,61.0
orn,1.0,1.0,2.0
osmB,0.0,1.0,0.0
osmC,3.0,1.0,5.0
osmE,2.0,0.0,1.0
osmY,6.0,3.0,9.0
otsA,2.0,14.0,6.0
otsB,1.0,4.0,3.0
oxc,2.0,0.0,2.0
oxyR,10.0,2.0,5.0
paaA,0.0,0.0,2.0
paaB,0.0,2.0,0.0
paaC,0.0,2.0,0.0
paaE,0.0,3.0,2.0
paaF,0.0,0.0,1.0
paaG,1.0,3.0,1.0
paaH,1.0,1.0,4.0
paaI,0.0,4.0,2.0
paaJ,18.0,35.0,19.0
paaK,26.0,33.0,22.0
paaX,3.0,4.0,13.0
paaY,2.0,3.0,4.0
pabA,0.0,3.0,0.0
pabB,0.0,3.0,0.0
pabC,0.0,2.0,0.0
pal,5.0,7.0,9.0
panB,1.0,2.0,1.0
panC,6.0,13.0,4.0
panD,0.0,1.0,0.0
panE,5.0,3.0,1.0
panF,0.0,0.0,0.0
parC,13.0,7.0,13.0
parE,5.0,8.0,8.0
pbl,0.0,0.0,1.0
pbpC,0.0,0.0,0.0
pbpG,5.0,4.0,10.0
pck,163.0,149.0,137.0
pcm,0.0,0.0,0.0
pcnB,67.0,73.0,60.0
pdhR,10.0,2.0,8.0
pdxA,17.0,3.0,13.0
pdxB,13.0,4.0,6.0
pdxH,15.0,10.0,18.0
pdxJ,0.0,3.0,2.0
pdxK,0.0,0.0,0.0
pdxY,1.0,2.0,0.0
pepA,7.0,5.0,4.0
pepB,0.0,0.0,0.0
pepD,54.0,56.0,64.0
pepE,0.0,1.0,0.0
pepN,101.0,133.0,107.0
pepP,13.0,6.0,6.0
pepQ,21.0,16.0,10.0
pepT,28.0,26.0,21.0
perR,2.0,1.0,5.0
pfkA,4.0,4.0,4.0
pfkB,1.0,2.0,2.0
pflA,0.0,2.0,0.0
pflB,239.0,204.0,206.0
pflC,6.0,5.0,7.0
pflD,5.0,4.0,2.0
pgaA,1.0,0.0,0.0
pgaB,1.0,0.0,0.0
pgaC,0.0,0.0,4.0
pgaD,1.0,0.0,2.0
pgi,13.0,15.0,8.0
pgk,92.0,80.0,99.0
pgl,25.0,14.0,27.0
pgm,50.0,74.0,48.0
pgpA,1.0,2.0,1.0
pgpB,17.0,6.0,12.0
pheA,22.0,37.0,15.0
pheL,0.0,0.0,0.0
pheP,0.0,0.0,0.0
pheT,67.0,76.0,84.0
phnA,6.0,4.0,11.0
phnE,1.0,0.0,1.0
phnJ,0.0,0.0,0.0
phnK,1.0,1.0,0.0
phnM,0.0,1.0,1.0
phnN,1.0,0.0,1.0
phoB,0.0,0.0,0.0
phoE,2.0,1.0,0.0
phoH,5.0,13.0,7.0
phoP,64.0,89.0,78.0
phoQ,12.0,21.0,14.0
phoR,1.0,2.0,5.0
phoU,5.0,7.0,7.0
php,0.0,0.0,0.0
phr,6.0,4.0,1.0
pin,0.0,2.0,0.0
pinH,0.0,1.0,0.0
pinQ,6.0,0.0,6.0
pinR,0.0,0.0,0.0
pioO,0.0,6.0,0.0
pitA,8.0,1.0,3.0
pitB,0.0,1.0,0.0
pldA,3.0,4.0,3.0
pldB,0.0,0.0,0.0
plsB,35.0,30.0,34.0
plsC,1.0,8.0,10.0
plsX,50.0,69.0,90.0
pmbA,14.0,7.0,7.0
pmrD,4.0,5.0,14.0
pncA,9.0,1.0,4.0
pncB,22.0,33.0,25.0
pnp,53.0,59.0,50.0
pntA,65.0,53.0,43.0
pntB,122.0,112.0,101.0
pnuC,38.0,35.0,47.0
polA,9.0,10.0,5.0
polB,0.0,0.0,0.0
potA,13.0,12.0,12.0
potB,3.0,3.0,6.0
potC,0.0,2.0,0.0
potD,111.0,123.0,119.0
potE,4.0,2.0,1.0
potF,2.0,5.0,3.0
potG,0.0,2.0,3.0
potH,3.0,4.0,2.0
potI,0.0,0.0,0.0
poxA,2.0,0.0,1.0
poxB,0.0,0.0,0.0
ppa,0.0,0.0,0.0
ppc,17.0,27.0,24.0
ppdB,0.0,1.0,0.0
ppdD,1.0,0.0,0.0
pphA,2.0,8.0,4.0
pphB,7.0,0.0,2.0
ppiA,0.0,0.0,2.0
ppiB,16.0,6.0,13.0
ppiC,9.0,10.0,5.0
ppiD,68.0,53.0,53.0
ppk,7.0,3.0,0.0
pppA,0.0,3.0,4.0
pps,123.0,146.0,155.0
ppx,14.0,13.0,6.0
pqiA,11.0,11.0,6.0
pqiB,4.0,4.0,3.0
pqqL,3.0,4.0,1.0
prc,32.0,43.0,61.0
prfA,9.0,24.0,18.0
prfB,56.0,83.0,92.0
